Date,Hour,Water.lever,X
4/3/2009,13,815,NA
4/3/2009,16,842.5,NA
4/3/2009,19,874,NA
4/3/2009,22,883,NA
4/4/2009,1,889,NA
4/4/2009,4,878.5,NA
4/4/2009,7,862,NA
4/4/2009,10,843.5,NA
4/4/2009,13,825,NA
4/4/2009,16,823,NA
4/4/2009,19,833,NA
4/4/2009,22,840.5,NA
4/5/2009,1,847,NA
4/5/2009,4,846.5,NA
4/5/2009,7,834,NA
4/5/2009,10,804.5,NA
4/5/2009,13,790,NA
4/5/2009,16,805,NA
4/5/2009,19,827,NA
4/5/2009,22,843.5,NA
4/6/2009,1,858,NA
4/6/2009,4,874.5,NA
4/6/2009,7,870,NA
4/6/2009,10,862.5,NA
4/6/2009,13,856,NA
4/6/2009,16,856,NA
4/6/2009,19,856,NA
4/6/2009,22,858,NA
4/7/2009,1,874,NA
4/7/2009,4,885.5,NA
4/7/2009,7,880,NA
4/7/2009,10,855.5,NA
4/7/2009,13,833,NA
4/7/2009,16,835.5,NA
4/7/2009,19,870,NA
4/7/2009,22,879.5,NA
4/8/2009,1,884,NA
4/8/2009,4,874.5,NA
4/8/2009,7,865,NA
4/8/2009,10,832.5,NA
4/8/2009,13,799,NA
4/8/2009,16,822.5,NA
4/8/2009,19,842,NA
4/8/2009,22,851,NA
4/9/2009,1,857,NA
4/9/2009,4,854,NA
4/9/2009,7,849,NA
4/9/2009,10,821.5,NA
4/9/2009,13,797,NA
4/9/2009,16,835.5,NA
4/9/2009,19,875,NA
4/9/2009,22,898.5,NA
4/10/2009,1,907,NA
4/10/2009,4,881,NA
4/10/2009,7,858,NA
4/10/2009,10,829.5,NA
4/10/2009,13,807,NA
4/10/2009,16,821.5,NA
4/10/2009,19,837,NA
4/10/2009,22,847,NA
4/11/2009,1,840,NA
4/11/2009,4,817,NA
4/11/2009,7,790,NA
4/11/2009,10,790,NA
4/11/2009,13,817,NA
4/11/2009,16,828.5,NA
4/11/2009,19,850,NA
4/11/2009,22,858.5,NA
4/12/2009,1,861,NA
4/12/2009,4,852,NA
4/12/2009,7,827,NA
4/12/2009,10,817.5,NA
4/12/2009,13,826,NA
4/12/2009,16,842,NA
4/12/2009,19,852,NA
4/12/2009,22,859,NA
4/13/2009,1,847,NA
4/13/2009,4,827.5,NA
4/13/2009,7,800,NA
4/13/2009,10,782,NA
4/13/2009,13,790,NA
4/13/2009,16,812,NA
4/13/2009,19,838,NA
4/13/2009,22,856.5,NA
4/14/2009,1,873,NA
4/14/2009,4,890.5,NA
4/14/2009,7,890,NA
4/14/2009,10,872.5,NA
4/14/2009,13,861,NA
4/14/2009,16,870,NA
4/14/2009,19,887,NA
4/14/2009,22,894,NA
4/15/2009,1,899,NA
4/15/2009,4,899.5,NA
4/15/2009,7,889,NA
4/15/2009,10,866.5,NA
4/15/2009,13,874,NA
4/15/2009,16,905.5,NA
4/15/2009,19,932,NA
4/15/2009,22,934.5,NA
4/16/2009,1,928,NA
4/16/2009,4,921,NA
4/16/2009,7,909,NA
4/16/2009,10,896,NA
4/16/2009,13,887,NA
4/16/2009,16,904.5,NA
4/16/2009,19,929,NA
4/16/2009,22,929.5,NA
4/17/2009,1,919,NA
4/17/2009,4,909.5,NA
4/17/2009,7,898,NA
4/17/2009,10,871.5,NA
4/17/2009,13,852,NA
4/17/2009,16,880,NA
4/17/2009,19,909,NA
4/17/2009,22,911.5,NA
4/18/2009,1,902,NA
4/18/2009,4,882.5,NA
4/18/2009,7,864,NA
4/18/2009,10,848.5,NA
4/18/2009,13,838,NA
4/18/2009,16,854.5,NA
4/18/2009,19,867,NA
4/18/2009,22,867,NA
4/19/2009,1,859,NA
4/19/2009,4,850.5,NA
4/19/2009,7,844,NA
4/19/2009,10,835.5,NA
4/19/2009,13,846,NA
4/19/2009,16,865.5,NA
4/19/2009,19,878,NA
4/19/2009,22,876.5,NA
4/20/2009,1,867,NA
4/20/2009,4,854,NA
4/20/2009,7,848,NA
4/20/2009,10,852.5,NA
4/20/2009,13,857,NA
4/20/2009,16,867,NA
4/20/2009,19,882,NA
4/20/2009,22,880.5,NA
4/21/2009,1,871,NA
4/21/2009,4,863,NA
4/21/2009,7,856,NA
4/21/2009,10,865.5,NA
4/21/2009,13,867,NA
4/21/2009,16,874.5,NA
4/21/2009,19,878,NA
4/21/2009,22,871.5,NA
4/22/2009,1,866,NA
4/22/2009,4,856.5,NA
4/22/2009,7,850,NA
4/22/2009,10,846.5,NA
4/22/2009,13,843,NA
4/22/2009,16,868,NA
4/22/2009,19,879,NA
4/22/2009,22,878.5,NA
4/23/2009,1,871,NA
4/23/2009,4,861,NA
4/23/2009,7,853,NA
4/23/2009,10,851.5,NA
4/23/2009,13,852,NA
4/23/2009,16,865,NA
4/23/2009,19,876,NA
4/23/2009,22,875,NA
4/24/2009,1,865,NA
4/24/2009,4,854,NA
4/24/2009,7,846,NA
4/24/2009,10,836.5,NA
4/24/2009,13,845,NA
4/24/2009,16,866.5,NA
4/24/2009,19,879,NA
4/24/2009,22,881.5,NA
4/25/2009,1,874,NA
4/25/2009,4,862.5,NA
4/25/2009,7,848,NA
4/25/2009,10,862.5,NA
4/25/2009,13,875,NA
4/25/2009,16,883,NA
4/25/2009,19,894,NA
4/25/2009,22,898,NA
4/26/2009,1,895,NA
4/26/2009,4,883,NA
4/26/2009,7,865,NA
4/26/2009,10,855.5,NA
4/26/2009,13,860,NA
4/26/2009,16,875.5,NA
4/26/2009,19,887,NA
4/26/2009,22,890.5,NA
4/27/2009,1,878,NA
4/27/2009,4,863.5,NA
4/27/2009,7,843,NA
4/27/2009,10,819,NA
4/27/2009,13,806,NA
4/27/2009,16,823,NA
4/27/2009,19,852,NA
4/27/2009,22,870.5,NA
4/28/2009,1,886,NA
4/28/2009,4,873.5,NA
4/28/2009,7,858,NA
4/28/2009,10,856,NA
4/28/2009,13,854,NA
4/28/2009,16,853.5,NA
4/28/2009,19,870,NA
4/28/2009,22,877,NA
4/29/2009,1,882,NA
4/29/2009,4,871,NA
4/29/2009,7,860,NA
4/29/2009,10,850,NA
4/29/2009,13,842,NA
4/29/2009,16,862,NA
4/29/2009,19,894,NA
4/29/2009,22,905.5,NA
4/30/2009,1,910,NA
4/30/2009,4,882,NA
4/30/2009,7,852,NA
4/30/2009,10,837,NA
4/30/2009,13,823,NA
4/30/2009,16,843.5,NA
4/30/2009,19,875,NA
4/30/2009,22,885,NA
5/1/2009,1,889,NA
5/1/2009,4,877,NA
5/1/2009,7,858,NA
5/1/2009,10,833,NA
5/1/2009,13,829,NA
5/1/2009,16,871.5,NA
5/1/2009,19,906,NA
5/1/2009,22,914.5,NA
5/2/2009,1,920,NA
5/2/2009,4,902,NA
5/2/2009,7,877,NA
5/2/2009,10,852,NA
5/2/2009,13,853,NA
5/2/2009,16,860.5,NA
5/2/2009,19,879,NA
5/2/2009,22,879,NA
5/3/2009,1,874,NA
5/3/2009,4,879,NA
5/3/2009,7,881,NA
5/3/2009,10,859,NA
5/3/2009,13,823,NA
5/3/2009,16,817.5,NA
5/3/2009,19,853,NA
5/3/2009,22,881.5,NA
5/4/2009,1,894,NA
5/4/2009,4,895.5,NA
5/4/2009,7,876,NA
5/4/2009,10,850,NA
5/4/2009,13,830,NA
5/4/2009,16,860.5,NA
5/4/2009,19,900,NA
5/4/2009,22,911.5,NA
5/5/2009,1,906,NA
5/5/2009,4,897.5,NA
5/5/2009,7,879,NA
5/5/2009,10,851,NA
5/5/2009,13,837,NA
5/5/2009,16,867,NA
5/5/2009,19,888,NA
5/5/2009,22,912,NA
5/6/2009,1,924,NA
5/6/2009,4,933,NA
5/6/2009,7,925,NA
5/6/2009,10,904.5,NA
5/6/2009,13,892,NA
5/6/2009,16,921,NA
5/6/2009,19,935,NA
5/6/2009,22,940,NA
5/7/2009,1,944,NA
5/7/2009,4,956,NA
5/7/2009,7,979,NA
5/7/2009,10,990.5,NA
5/7/2009,13,999,NA
5/7/2009,16,996,NA
5/7/2009,19,996,NA
5/7/2009,22,999,NA
5/8/2009,1,999,NA
5/8/2009,4,1004,NA
5/8/2009,7,1006,NA
5/8/2009,10,1007.5,NA
5/8/2009,13,1008,NA
5/8/2009,16,1008,NA
5/8/2009,19,1013,NA
5/8/2009,22,1017,NA
5/9/2009,1,1019,NA
5/9/2009,4,1036.5,NA
5/9/2009,7,1055,NA
5/9/2009,10,1063.5,NA
5/9/2009,13,1068,NA
5/9/2009,16,1067.5,NA
5/9/2009,19,1064,NA
5/9/2009,22,1061,NA
5/10/2009,1,1056,NA
5/10/2009,4,1054.5,NA
5/10/2009,7,1058,NA
5/10/2009,10,1061,NA
5/10/2009,13,1061,NA
5/10/2009,16,1061,NA
5/10/2009,19,1061,NA
5/10/2009,22,1056.5,NA
5/11/2009,1,1051,NA
5/11/2009,4,1048,NA
5/11/2009,7,1045,NA
5/11/2009,10,1045,NA
5/11/2009,13,1043,NA
5/11/2009,16,1043,NA
5/11/2009,19,1043,NA
5/11/2009,22,1042.5,NA
5/12/2009,1,1042,NA
5/12/2009,4,1051,NA
5/12/2009,7,1072,NA
5/12/2009,10,1075,NA
5/12/2009,13,1085,NA
5/12/2009,16,1091.5,NA
5/12/2009,19,1094,NA
5/12/2009,22,1109,NA
5/13/2009,1,1143,NA
5/13/2009,4,1179,NA
5/13/2009,7,1225,NA
5/13/2009,10,1239.666667,NA
5/13/2009,13,1253,NA
5/13/2009,16,1256.666667,NA
5/13/2009,19,1247,NA
5/13/2009,22,1229.25,NA
5/14/2009,1,1204,NA
5/14/2009,4,1183,NA
5/14/2009,7,1146,NA
5/14/2009,10,1116,NA
5/14/2009,13,1101,NA
5/14/2009,16,1106.666667,NA
5/14/2009,19,1111,NA
5/14/2009,22,1112,NA
5/15/2009,1,1113,NA
5/15/2009,4,1107,NA
5/15/2009,7,1095,NA
5/15/2009,10,1078.5,NA
5/15/2009,13,1071,NA
5/15/2009,16,1098.5,NA
5/15/2009,19,1129,NA
5/15/2009,22,1170.25,NA
5/16/2009,1,1202,NA
5/16/2009,4,1220.333333,NA
5/16/2009,7,1242.666667,NA
5/16/2009,10,1263.666667,NA
5/16/2009,13,1285,NA
5/16/2009,16,1305,NA
5/16/2009,19,1321.666667,NA
5/16/2009,22,1337.25,NA
5/17/2009,1,1348,NA
5/17/2009,4,1350.666667,NA
5/17/2009,7,1347,NA
5/17/2009,10,1345,NA
5/17/2009,13,1343,NA
5/17/2009,16,1335,NA
5/17/2009,19,1327.666667,NA
5/17/2009,22,1315,NA
5/18/2009,1,1301,NA
5/18/2009,4,1289.666667,NA
5/18/2009,7,1268.333333,NA
5/18/2009,10,1254,NA
5/18/2009,13,1244,NA
5/18/2009,16,1244,NA
5/18/2009,19,1245.333333,NA
5/18/2009,22,1257.25,NA
5/19/2009,1,1266,NA
5/19/2009,4,1267.333333,NA
5/19/2009,7,1251,NA
5/19/2009,10,1235.666667,NA
5/19/2009,13,1222.666667,NA
5/19/2009,16,1208.333333,NA
5/19/2009,19,1191,NA
5/19/2009,22,1175,NA
5/20/2009,1,1166,NA
5/20/2009,4,1159,NA
5/20/2009,7,1151,NA
5/20/2009,10,1142,NA
5/20/2009,13,1137,NA
5/20/2009,16,1132.5,NA
5/20/2009,19,1129,NA
5/20/2009,22,1126,NA
5/21/2009,1,1123,NA
5/21/2009,4,1127.5,NA
5/21/2009,7,1131,NA
5/21/2009,10,1128,NA
5/21/2009,13,1125,NA
5/21/2009,16,1119.5,NA
5/21/2009,19,1115,NA
5/21/2009,22,1110,NA
5/22/2009,1,1105,NA
5/22/2009,4,1100,NA
5/22/2009,7,1096,NA
5/22/2009,10,1092,NA
5/22/2009,13,1089,NA
5/22/2009,16,1087,NA
5/22/2009,19,1085,NA
5/22/2009,22,1080.5,NA
5/23/2009,1,1075,NA
5/23/2009,4,1075,NA
5/23/2009,7,1074,NA
5/23/2009,10,1072,NA
5/23/2009,13,1070,NA
5/23/2009,16,1067,NA
5/23/2009,19,1063,NA
5/23/2009,22,1061,1070
5/24/2009,1,1061,NA
5/24/2009,4,1063,NA
5/24/2009,7,1066,NA
5/24/2009,10,1074,NA
5/24/2009,13,1079,NA
5/24/2009,16,1091,NA
5/24/2009,19,1093,NA
5/24/2009,22,1107,1079
5/25/2009,1,1119,NA
5/25/2009,4,1123,NA
5/25/2009,7,1121,NA
5/25/2009,10,1114,NA
5/25/2009,13,1114,NA
5/25/2009,16,1107,NA
5/25/2009,19,1096,NA
5/25/2009,22,1092,1111
5/26/2009,1,1087,NA
5/26/2009,4,1103.5,NA
5/26/2009,7,1121,NA
5/26/2009,10,1125,NA
5/26/2009,13,1123,NA
5/26/2009,16,1119,NA
5/26/2009,19,1115,NA
5/26/2009,22,1115,NA
5/27/2009,1,1122,NA
5/27/2009,4,1130,NA
5/27/2009,7,1137,NA
5/27/2009,10,1140,NA
5/27/2009,13,1138,NA
5/27/2009,16,1131,NA
5/27/2009,19,1122,NA
5/27/2009,22,1118,1130
5/28/2009,1,1115,NA
5/28/2009,4,1112,NA
5/28/2009,7,1108,NA
5/28/2009,10,1112,NA
5/28/2009,13,1110,NA
5/28/2009,16,1107,NA
5/28/2009,19,1105,NA
5/28/2009,22,1105,1109
5/29/2009,1,1103,NA
5/29/2009,4,1105,NA
5/29/2009,7,1108,NA
5/29/2009,10,1112,NA
5/29/2009,13,1118,NA
5/29/2009,16,1130,NA
5/29/2009,19,1144,NA
5/29/2009,22,1157,1122
5/30/2009,1,1172,NA
5/30/2009,4,1181,NA
5/30/2009,7,1186,NA
5/30/2009,10,1188,NA
5/30/2009,13,1188,NA
5/30/2009,16,1188,NA
5/30/2009,19,1185,NA
5/30/2009,22,1178,1183
5/31/2009,1,1169,NA
5/31/2009,4,1165,NA
5/31/2009,7,1163,NA
5/31/2009,10,1156,NA
5/31/2009,13,1151,NA
5/31/2009,16,1142,NA
5/31/2009,19,1136,NA
5/31/2009,22,1129,1151
6/1/2009,1,1121,NA
6/1/2009,4,1116,NA
6/1/2009,7,1111,NA
6/1/2009,10,1106,NA
6/1/2009,13,1102,NA
6/1/2009,16,1098,NA
6/1/2009,19,1093,NA
6/1/2009,22,1093,1105
6/2/2009,1,1091,NA
6/2/2009,4,1091,NA
6/2/2009,7,1091,NA
6/2/2009,10,1091,NA
6/2/2009,13,1091,NA
6/2/2009,16,1089,NA
6/2/2009,19,1087,NA
6/2/2009,22,1085,1090
6/3/2009,1,1088,NA
6/3/2009,4,1107,NA
6/3/2009,7,1121,NA
6/3/2009,10,1137.5,NA
6/3/2009,13,1164,NA
6/3/2009,16,1191,NA
6/3/2009,19,1208,NA
6/3/2009,22,1220,NA
6/4/2009,1,1228,NA
6/4/2009,4,1231,NA
6/4/2009,7,1232,NA
6/4/2009,10,1226.333333,NA
6/4/2009,13,1217.333333,NA
6/4/2009,16,1202.666667,NA
6/4/2009,19,1184.666667,NA
6/4/2009,22,1175.75,NA
6/5/2009,1,1169,NA
6/5/2009,4,1159.5,NA
6/5/2009,7,1148,NA
6/5/2009,10,1145.5,NA
6/5/2009,13,1145,NA
6/5/2009,16,1143,NA
6/5/2009,19,1140,NA
6/5/2009,22,1137,NA
6/6/2009,1,1133,NA
6/6/2009,4,1129,NA
6/6/2009,7,1126,NA
6/6/2009,10,1121.5,NA
6/6/2009,13,1120,NA
6/6/2009,16,1118,NA
6/6/2009,19,1118,NA
6/6/2009,22,1115.5,NA
6/7/2009,1,1115,NA
6/7/2009,4,1109,NA
6/7/2009,7,1102,NA
6/7/2009,10,1079,NA
6/7/2009,13,1063,NA
6/7/2009,16,1068,NA
6/7/2009,19,1075,NA
6/7/2009,22,1083,1087
6/8/2009,1,1090,NA
6/8/2009,4,1093,NA
6/8/2009,7,1087,NA
6/8/2009,10,1066,NA
6/8/2009,13,1054,NA
6/8/2009,16,1070,NA
6/8/2009,19,1088,NA
6/8/2009,22,1093,1080
6/9/2009,1,1095,NA
6/9/2009,4,1095,NA
6/9/2009,7,1090,NA
6/9/2009,10,1090,NA
6/9/2009,13,1085,NA
6/9/2009,16,1080,NA
6/9/2009,19,1074,NA
6/9/2009,22,1074,1085
6/10/2009,1,1074,NA
6/10/2009,4,1069,NA
6/10/2009,7,1064,NA
6/10/2009,10,1052,NA
6/10/2009,13,1043,NA
6/10/2009,16,1041,NA
6/10/2009,19,1046,NA
6/10/2009,22,1049,1055
6/11/2009,1,1053,NA
6/11/2009,4,1051,NA
6/11/2009,7,1047,NA
6/11/2009,10,1033,NA
6/11/2009,13,1013,NA
6/11/2009,16,1006,NA
6/11/2009,19,996,NA
6/11/2009,22,985,1023
6/12/2009,1,977,NA
6/12/2009,4,989,NA
6/12/2009,7,997,NA
6/12/2009,10,993,NA
6/12/2009,13,986,NA
6/12/2009,16,980,NA
6/12/2009,19,993,NA
6/12/2009,22,990,988
6/13/2009,1,987,NA
6/13/2009,4,984,NA
6/13/2009,7,981,NA
6/13/2009,10,973,NA
6/13/2009,13,958,NA
6/13/2009,16,950,NA
6/13/2009,19,949,NA
6/13/2009,22,946,966
6/14/2009,1,942,NA
6/14/2009,4,939,NA
6/14/2009,7,937,NA
6/14/2009,10,915,NA
6/14/2009,13,904,NA
6/14/2009,16,896,NA
6/14/2009,19,905,NA
6/14/2009,22,947,NA
6/15/2009,1,988,NA
6/15/2009,4,995,NA
6/15/2009,7,1005.333333,NA
6/15/2009,10,992.3333333,NA
6/15/2009,13,980,NA
6/15/2009,16,985.3333333,NA
6/15/2009,19,1004,NA
6/15/2009,22,1016.25,NA
6/16/2009,1,1021,NA
6/16/2009,4,1031.5,NA
6/16/2009,7,1039,NA
6/16/2009,10,1043.5,NA
6/16/2009,13,1047,NA
6/16/2009,16,1059,NA
6/16/2009,19,1072,NA
6/16/2009,22,1076.5,NA
6/17/2009,1,1068,NA
6/17/2009,4,1090.5,NA
6/17/2009,7,1118,NA
6/17/2009,10,1135,NA
6/17/2009,13,1138,NA
6/17/2009,16,1139,NA
6/17/2009,19,1131,NA
6/17/2009,22,1118,NA
6/18/2009,1,1107,NA
6/18/2009,4,1107,NA
6/18/2009,7,1109,NA
6/18/2009,10,1108,NA
6/18/2009,13,1109,NA
6/18/2009,16,1100.5,NA
6/18/2009,19,1090,NA
6/18/2009,22,1079.5,NA
6/19/2009,1,1071,NA
6/19/2009,4,1083.5,NA
6/19/2009,7,1096,NA
6/19/2009,10,1107,NA
6/19/2009,13,1113,NA
6/19/2009,16,1110,NA
6/19/2009,19,1105,NA
6/19/2009,22,1103.5,NA
6/20/2009,1,1101,NA
6/20/2009,4,1101,NA
6/20/2009,7,1101,NA
6/20/2009,10,1083,NA
6/20/2009,13,1068,NA
6/20/2009,16,1057,NA
6/20/2009,19,1042,NA
6/20/2009,22,1029,1073
6/21/2009,1,1023,NA
6/21/2009,4,1001.5,NA
6/21/2009,7,971,NA
6/21/2009,10,974.5,NA
6/21/2009,13,981,NA
6/21/2009,16,988,NA
6/21/2009,19,990,NA
6/21/2009,22,991,NA
6/22/2009,1,993,NA
6/22/2009,4,988.5,NA
6/22/2009,7,980,NA
6/22/2009,10,978,NA
6/22/2009,13,978,NA
6/22/2009,16,1002,NA
6/22/2009,19,1019,NA
6/22/2009,22,1023.5,NA
6/23/2009,1,1025,NA
6/23/2009,4,1038.5,NA
6/23/2009,7,1051,NA
6/23/2009,10,1063.5,NA
6/23/2009,13,1069,NA
6/23/2009,16,1069,NA
6/23/2009,19,1066,NA
6/23/2009,22,1058.5,NA
6/24/2009,1,1053,NA
6/24/2009,4,1051.5,NA
6/24/2009,7,1050,NA
6/24/2009,10,1042.5,NA
6/24/2009,13,1039,NA
6/24/2009,16,1049.5,NA
6/24/2009,19,1054,NA
6/24/2009,22,1047,NA
6/25/2009,1,1040,NA
6/25/2009,4,1046,NA
6/25/2009,7,1055,NA
6/25/2009,10,1048.5,NA
6/25/2009,13,1049,NA
6/25/2009,16,1058.5,NA
6/25/2009,19,1056,NA
6/25/2009,22,1046.5,NA
6/26/2009,1,1038,NA
6/26/2009,4,1037,NA
6/26/2009,7,1031,NA
6/26/2009,10,1018,NA
6/26/2009,13,1010,NA
6/26/2009,16,1014.5,NA
6/26/2009,19,1020,NA
6/26/2009,22,1010,NA
6/27/2009,1,1003,NA
6/27/2009,4,1018.333333,NA
6/27/2009,7,1049,NA
6/27/2009,10,1074.666667,NA
6/27/2009,13,1079.333333,NA
6/27/2009,16,1082,NA
6/27/2009,19,1080.666667,NA
6/27/2009,22,1066.25,NA
6/28/2009,1,1052,NA
6/28/2009,4,1044.5,NA
6/28/2009,7,1042,NA
6/28/2009,10,1045,NA
6/28/2009,13,1045,NA
6/28/2009,16,1053.5,NA
6/28/2009,19,1060,NA
6/28/2009,22,1065,NA
6/29/2009,1,1072,NA
6/29/2009,4,1078.5,NA
6/29/2009,7,1086,NA
6/29/2009,10,1077,NA
6/29/2009,13,1078,NA
6/29/2009,16,1086.5,NA
6/29/2009,19,1090,NA
6/29/2009,22,1092.5,NA
6/30/2009,1,1095,NA
6/30/2009,4,1100.5,NA
6/30/2009,7,1098,NA
6/30/2009,10,1087,NA
6/30/2009,13,1078,NA
6/30/2009,16,1077.5,NA
6/30/2009,19,1077,NA
6/30/2009,22,1075.5,NA
7/1/2009,1,1073,NA
7/1/2009,4,1068,NA
7/1/2009,7,1063,NA
7/1/2009,10,1062,NA
7/1/2009,13,1062,NA
7/1/2009,16,1080,NA
7/1/2009,19,1094,NA
7/1/2009,22,1104.5,NA
7/2/2009,1,1117,NA
7/2/2009,4,1125.5,NA
7/2/2009,7,1130,NA
7/2/2009,10,1129.5,NA
7/2/2009,13,1140,NA
7/2/2009,16,1159,NA
7/2/2009,19,1169,NA
7/2/2009,22,1174.5,NA
7/3/2009,1,1178,NA
7/3/2009,4,1176,NA
7/3/2009,7,1165,NA
7/3/2009,10,1144.5,NA
7/3/2009,13,1128,NA
7/3/2009,16,1130.5,NA
7/3/2009,19,1140,NA
7/3/2009,22,1144.5,NA
7/4/2009,1,1148,NA
7/4/2009,4,1141,NA
7/4/2009,7,1133,NA
7/4/2009,10,1120,NA
7/4/2009,13,1122,NA
7/4/2009,16,1140,NA
7/4/2009,19,1163.666667,NA
7/4/2009,22,1219.25,NA
7/5/2009,1,1284,NA
7/5/2009,4,1324.333333,NA
7/5/2009,7,1372.666667,NA
7/5/2009,10,1415.333333,NA
7/5/2009,13,1457.333333,NA
7/5/2009,16,1500.333333,NA
7/5/2009,19,1532.666667,NA
7/5/2009,22,1559,NA
7/6/2009,1,1582,NA
7/6/2009,4,1585,NA
7/6/2009,7,1580.333333,NA
7/6/2009,10,1579,NA
7/6/2009,13,1594,NA
7/6/2009,16,1601.666667,NA
7/6/2009,19,1605,NA
7/6/2009,22,1610.5,NA
7/7/2009,1,1609,NA
7/7/2009,4,1609,NA
7/7/2009,7,1608,NA
7/7/2009,10,1606,NA
7/7/2009,13,1607,NA
7/7/2009,16,1608.333333,NA
7/7/2009,19,1608,NA
7/7/2009,22,1611.5,NA
7/8/2009,1,1611,NA
7/8/2009,4,1606.666667,NA
7/8/2009,7,1598,NA
7/8/2009,10,1584.666667,NA
7/8/2009,13,1573.666667,NA
7/8/2009,16,1562,NA
7/8/2009,19,1552,NA
7/8/2009,22,1542.25,NA
7/9/2009,1,1533,NA
7/9/2009,4,1531,NA
7/9/2009,7,1529.333333,NA
7/9/2009,10,1529,NA
7/9/2009,13,1528.333333,NA
7/9/2009,16,1527.666667,NA
7/9/2009,19,1524,NA
7/9/2009,22,1516.5,NA
7/10/2009,1,1505,NA
7/10/2009,4,1498.333333,NA
7/10/2009,7,1492,NA
7/10/2009,10,1487,NA
7/10/2009,13,1480,NA
7/10/2009,16,1474,NA
7/10/2009,19,1473,NA
7/10/2009,22,1472,NA
7/11/2009,1,1472,NA
7/11/2009,4,1471.5,NA
7/11/2009,7,1471,NA
7/11/2009,10,1466,NA
7/11/2009,13,1458,NA
7/11/2009,16,1452,NA
7/11/2009,19,1443,NA
7/11/2009,22,1433,NA
7/12/2009,1,1423,NA
7/12/2009,4,1411.5,NA
7/12/2009,7,1403,NA
7/12/2009,10,1388.5,NA
7/12/2009,13,1377,NA
7/12/2009,16,1369.5,NA
7/12/2009,19,1363,NA
7/12/2009,22,1360,NA
7/13/2009,1,1359,NA
7/13/2009,4,1365,NA
7/13/2009,7,1371,NA
7/13/2009,10,1370,NA
7/13/2009,13,1368,NA
7/13/2009,16,1365.5,NA
7/13/2009,19,1364,NA
7/13/2009,22,1361.5,NA
7/14/2009,1,1360,NA
7/14/2009,4,1357,NA
7/14/2009,7,1349,NA
7/14/2009,10,1343.5,NA
7/14/2009,13,1347,NA
7/14/2009,16,1348,NA
7/14/2009,19,1348,NA
7/14/2009,22,1348,NA
7/15/2009,1,1348,NA
7/15/2009,4,1345.5,NA
7/15/2009,7,1340,NA
7/15/2009,10,1333,NA
7/15/2009,13,1327,NA
7/15/2009,16,1327,NA
7/15/2009,19,1327,NA
7/15/2009,22,1325.5,NA
7/16/2009,1,1325,NA
7/16/2009,4,1318,NA
7/16/2009,7,1308,NA
7/16/2009,10,1300,NA
7/16/2009,13,1296,NA
7/16/2009,16,1297,NA
7/16/2009,19,1301,NA
7/16/2009,22,1303.5,NA
7/17/2009,1,1304,NA
7/17/2009,4,1300,NA
7/17/2009,7,1294,NA
7/17/2009,10,1283.5,NA
7/17/2009,13,1282,NA
7/17/2009,16,1281,NA
7/17/2009,19,1277,NA
7/17/2009,22,1273.5,NA
7/18/2009,1,1270,NA
7/18/2009,4,1267,NA
7/18/2009,7,1263,NA
7/18/2009,10,1256,NA
7/18/2009,13,1252,NA
7/18/2009,16,1257.5,NA
7/18/2009,19,1264,NA
7/18/2009,22,1266.5,NA
7/19/2009,1,1267,NA
7/19/2009,4,1265,NA
7/19/2009,7,1262,NA
7/19/2009,10,1253,NA
7/19/2009,13,1246,NA
7/19/2009,16,1250,NA
7/19/2009,19,1256,NA
7/19/2009,22,1256,NA
7/20/2009,1,1255,NA
7/20/2009,4,1252,NA
7/20/2009,7,1248,NA
7/20/2009,10,1244.5,NA
7/20/2009,13,1247,NA
7/20/2009,16,1256.5,NA
7/20/2009,19,1266,NA
7/20/2009,22,1278,NA
7/21/2009,1,1287,NA
7/21/2009,4,1293.5,NA
7/21/2009,7,1293,NA
7/21/2009,10,1281.5,NA
7/21/2009,13,1278,NA
7/21/2009,16,1275.5,NA
7/21/2009,19,1272,NA
7/21/2009,22,1263,NA
7/22/2009,1,1254,NA
7/22/2009,4,1244.5,NA
7/22/2009,7,1237,NA
7/22/2009,10,1222.5,NA
7/22/2009,13,1216,NA
7/22/2009,16,1210.5,NA
7/22/2009,19,1206,NA
7/22/2009,22,1199,NA
7/23/2009,1,1192,NA
7/23/2009,4,1188,NA
7/23/2009,7,1186,NA
7/23/2009,10,1180,NA
7/23/2009,13,1178,NA
7/23/2009,16,1182,NA
7/23/2009,19,1178,NA
7/23/2009,22,1173.5,NA
7/24/2009,1,1168,NA
7/24/2009,4,1159.5,NA
7/24/2009,7,1148,NA
7/24/2009,10,1141.5,NA
7/24/2009,13,1141,NA
7/24/2009,16,1142,NA
7/24/2009,19,1142,NA
7/24/2009,22,1145.5,NA
7/25/2009,1,1151,NA
7/25/2009,4,1156.5,NA
7/25/2009,7,1162,NA
7/25/2009,10,1160.5,NA
7/25/2009,13,1154,NA
7/25/2009,16,1148,NA
7/25/2009,19,1143,NA
7/25/2009,22,1143,NA
7/26/2009,1,1143,NA
7/26/2009,4,1141,NA
7/26/2009,7,1140,NA
7/26/2009,10,1131,NA
7/26/2009,13,1127,NA
7/26/2009,16,1131,NA
7/26/2009,19,1148,NA
7/26/2009,22,1169.5,NA
7/27/2009,1,1187,NA
7/27/2009,4,1198,NA
7/27/2009,7,1198,NA
7/27/2009,10,1193,NA
7/27/2009,13,1186,NA
