Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
253,60,4.174387269895637,9.031931152002144,2,2,1,1,1,1,3,3,4,6,5,4,4,2,2,15,0.0,2,3,3,0,0,798,798,2,1,2,6.682108597449809,842,0,7.402451520818244,0,0,2,1,3,1,2,6,1,0,4.0,2,520,1,138,45,0,0,0,0,0,12,2008,1,1,12.061046873479915,0,0,0
254,80,4.442651256490317,9.143131622282732,2,1,1,1,1,1,3,3,8,6,7,43,16,4,2,7,108.0,3,3,2,270,580,452,1302,2,1,2,7.171656822768514,0,0,7.171656822768514,0,1,2,0,3,1,2,7,2,0,43.0,1,309,1,333,0,0,0,0,0,0,10,2007,2,1,11.970350312009105,0,0,0
255,20,4.248495242049359,9.035986984831405,2,1,1,1,1,1,3,3,1,5,6,53,53,2,2,9,0.0,3,2,2,922,0,392,1314,2,3,2,7.1808311990445555,0,0,7.1808311990445555,1,0,1,0,3,1,3,5,1,0,53.0,1,294,1,250,0,0,0,0,0,0,6,2010,1,1,11.884489021402711,0,0,0
256,60,4.189654742026425,9.075436609511382,2,2,1,1,1,1,3,3,4,7,5,7,7,2,2,15,302.0,2,3,3,0,0,975,975,2,1,2,6.912742820493176,1286,0,7.736743682453495,0,0,2,1,4,1,2,8,1,1,7.0,2,429,1,192,0,0,0,0,0,0,2,2006,1,1,12.345834587905333,0,0,0
257,60,4.1588830833596715,9.081483749851179,2,2,1,1,1,1,3,3,4,6,5,5,5,2,2,15,0.0,2,3,3,503,0,361,864,2,1,2,6.761572768804055,864,0,7.454719949364001,0,0,2,1,3,1,2,7,1,0,5.0,2,673,1,216,56,0,0,0,0,0,5,2008,1,1,12.24288661865289,0,0,0
258,20,4.219507705176107,9.084096645401932,2,1,1,1,1,1,3,3,1,7,5,3,3,2,2,15,180.0,2,3,3,1334,0,270,1604,2,1,2,7.38025578842646,0,0,7.38025578842646,1,0,2,1,3,1,2,8,1,1,3.0,2,660,1,123,110,0,0,0,0,0,3,2009,1,2,12.301382825334498,0,0,0
259,60,4.382026634673881,9.428270356237505,2,1,1,1,1,1,3,3,4,7,5,7,7,2,2,15,172.0,2,3,3,361,0,602,963,2,1,2,6.870053411798126,829,0,7.491087593534876,0,0,2,1,3,1,2,7,1,1,7.0,2,564,1,0,96,0,245,0,0,0,5,2008,1,1,12.352335152508426,0,0,0
260,20,4.248495242049359,9.44951474036292,2,1,1,1,1,1,3,3,1,5,5,52,52,2,2,4,0.0,3,3,3,0,0,0,0,2,2,2,6.782192056006791,0,0,6.782192056006791,0,0,1,0,2,1,3,4,1,0,52.0,1,308,1,0,45,0,0,0,0,0,12,2008,1,1,11.48246625748552,0,0,0
261,80,4.787491742782046,9.867653099526912,2,1,1,1,2,1,1,3,8,6,5,47,47,2,2,16,399.0,3,3,2,672,690,0,1362,2,3,2,7.231287004327616,0,0,7.231287004327616,1,0,1,0,3,1,3,6,1,1,18.0,2,884,1,0,0,252,0,0,0,0,5,2009,1,1,12.078239274020289,0,0,0
262,60,4.23410650459726,9.168267595554275,2,2,1,1,1,1,3,3,4,8,5,0,0,2,2,6,270.0,2,3,3,0,0,1482,1482,2,1,2,7.301147805856032,1092,0,7.853216388156072,0,0,2,1,3,1,1,10,1,1,0.0,3,868,1,0,148,0,0,0,0,0,11,2007,4,6,12.528156144699286,0,0,0
263,80,4.477336814478207,9.044403844431551,2,2,1,1,2,1,3,3,8,6,7,29,11,2,2,7,46.0,3,3,2,506,0,0,506,2,3,2,7.10002716662926,0,0,7.10002716662926,1,0,1,0,3,1,3,6,1,1,28.0,2,492,1,292,12,0,0,0,0,0,7,2006,1,1,11.925035115797062,0,0,0
264,50,3.912023005428146,8.612503371220562,2,1,1,1,2,1,3,3,2,5,7,81,9,2,2,16,0.0,3,3,1,234,692,0,926,2,3,2,6.8308742346461795,0,390,7.182352111885263,1,0,1,0,3,1,3,6,1,0,36.0,2,484,1,0,0,0,0,0,0,0,4,2010,1,1,11.77528972943772,0,0,0
265,30,3.4011973816621555,8.562548893137034,2,4,2,1,1,1,1,3,1,5,5,83,4,2,2,16,0.0,3,3,1,0,0,680,680,2,2,1,6.638567789166521,0,0,6.638567789166521,0,0,1,0,2,1,3,4,1,0,43.0,2,504,3,0,0,0,0,0,0,0,6,2008,1,1,11.198214720130528,0,0,0
266,20,4.356708826689592,9.400133943608838,2,2,1,1,1,1,3,3,1,6,6,27,27,2,2,9,210.0,3,2,2,588,228,606,1422,2,3,2,7.259819610363186,0,0,7.259819610363186,0,0,2,0,3,1,2,7,1,1,27.0,2,576,1,276,0,0,0,0,0,0,6,2008,1,1,12.075394321888057,0,0,0
267,60,4.248495242049359,9.324293862052029,2,2,3,1,4,1,3,3,4,6,5,9,9,2,2,15,0.0,3,3,3,714,0,88,802,2,2,2,6.687108607866515,709,0,7.32052696227274,1,0,2,1,3,1,3,8,1,1,9.0,2,413,1,95,75,0,0,0,0,0,6,2006,1,1,12.128111104060462,0,0,0
268,75,4.0943445622221,9.035986984831405,2,1,2,1,1,2,3,3,5,5,8,69,11,2,2,16,0.0,3,3,3,378,0,342,720,2,1,2,6.9584483932976555,720,420,7.692569648067906,0,0,2,1,4,1,2,8,1,1,69.0,1,240,1,262,24,0,0,0,0,0,7,2008,1,1,12.097930486910471,0,0,0
269,30,4.2626798770413155,8.83927669058535,2,1,1,1,1,1,3,3,1,5,6,68,53,2,2,15,0.0,3,3,2,403,125,212,740,2,1,2,6.656726524178391,0,0,6.656726524178391,0,0,1,0,2,1,3,4,1,1,42.0,1,924,1,0,25,0,0,0,0,0,2,2008,1,1,11.699405031912846,0,0,0
270,20,4.23410650459726,8.976767625171433,2,2,1,1,2,1,3,3,1,6,7,31,31,4,2,7,174.0,3,2,2,751,0,392,1143,2,3,2,7.014814351275545,0,0,7.014814351275545,1,0,1,1,3,1,3,6,1,1,20.0,1,504,1,370,30,0,0,0,0,0,5,2007,1,1,11.904967552746252,1,0,0
271,60,4.430816798843313,9.280612424961515,2,1,1,1,1,1,3,3,4,8,5,0,0,2,2,15,0.0,2,3,3,0,0,1095,1095,2,2,2,6.9985096422506015,844,0,7.569927655242652,0,0,2,1,3,1,2,8,1,1,0.0,3,1053,1,192,51,0,0,0,0,0,8,2006,4,6,12.491251587763836,0,0,0
272,20,4.290459441148391,10.573980042531268,2,2,4,1,3,3,3,3,1,7,7,54,3,1,3,11,0.0,3,3,2,226,1063,96,1385,2,1,2,7.217443431696533,0,0,7.217443431696533,1,0,1,0,2,1,3,5,4,2,54.0,2,439,1,81,0,0,0,0,0,0,4,2008,1,1,12.394624752074764,0,0,0
273,60,4.5217885770490405,9.372799299673886,2,2,1,1,3,1,3,3,4,8,7,11,3,2,2,15,348.0,2,3,3,524,0,628,1152,2,1,2,7.059617628291383,1106,0,7.727535110475448,0,0,2,1,4,1,2,9,1,1,11.0,3,671,1,132,57,0,0,0,0,0,4,2010,1,1,12.577636201962656,0,0,0
274,20,4.382026634673881,9.169518377455928,2,1,1,1,1,1,2,3,1,6,6,51,21,4,2,16,183.0,3,3,2,620,620,0,1240,2,2,2,7.397561535524052,0,0,7.397561535524052,1,0,2,0,3,1,3,6,2,1,51.0,1,338,1,289,0,0,0,0,0,0,4,2009,1,1,11.842229212112828,0,0,0
275,20,4.330733340286331,9.025696119812583,2,1,1,1,2,1,3,3,1,5,7,25,25,2,2,7,0.0,3,3,2,546,0,270,816,2,3,2,6.704414354964107,0,0,6.704414354964107,0,0,1,0,2,1,3,5,1,0,25.0,1,264,1,168,0,0,0,0,0,0,6,2007,1,1,11.732060994886899,0,0,0
276,50,4.007333185232471,8.890685920281129,2,1,1,1,1,1,3,3,2,7,7,84,2,2,2,16,0.0,2,2,1,0,0,952,952,3,2,1,6.858565034791365,596,0,7.344719054149673,0,0,2,1,3,1,1,5,1,0,31.0,2,672,1,74,0,0,0,144,0,0,10,2009,1,1,12.230765258120545,0,0,0
277,20,4.859812404361672,9.126523885883072,2,2,1,1,1,1,3,3,1,7,5,7,7,2,2,15,0.0,2,3,3,0,0,1560,1560,2,1,2,7.352441100243583,0,0,7.352441100243583,0,0,2,0,3,1,2,7,1,0,7.0,2,573,1,100,150,0,0,0,0,0,4,2010,1,1,12.211060187041213,0,0,0
278,20,4.941642422609304,9.859431166339208,2,1,1,1,2,1,3,3,1,4,5,59,59,2,2,15,0.0,3,3,2,120,0,744,864,2,1,2,6.761572768804055,0,0,6.761572768804055,0,0,1,0,2,1,3,4,1,0,59.0,2,400,1,0,0,0,0,0,0,0,6,2010,1,1,11.856515169360305,0,0,0
279,20,4.672828834461906,9.578449693540579,2,1,1,1,1,1,3,3,1,9,5,1,0,2,2,6,315.0,1,3,3,0,0,2121,2121,2,1,2,7.659642954564682,0,0,7.659642954564682,0,0,2,1,3,1,1,8,1,1,0.0,3,732,1,124,98,0,0,142,0,0,5,2007,4,6,12.936751613811438,0,0,0
280,60,4.418840607796598,9.210840247017833,2,1,1,1,1,1,3,3,4,7,5,31,31,4,2,11,299.0,3,3,2,392,0,768,1160,2,1,2,7.052721049232323,866,0,7.611842399580417,0,0,2,1,4,1,3,8,1,1,31.0,2,505,1,288,117,0,0,0,0,0,3,2008,1,1,12.165250651009918,0,0,0
281,60,4.406719247264253,9.331406899955626,2,1,1,1,1,1,3,3,4,7,6,18,18,2,2,11,340.0,2,3,2,421,0,386,807,2,2,2,7.069023426578259,807,0,7.591861714889934,0,0,2,1,3,1,2,7,1,1,18.0,2,575,1,0,84,0,196,0,0,0,1,2007,1,1,12.339291489316397,0,0,0
282,20,4.0943445622221,8.881836305004146,2,1,1,1,1,1,3,3,1,6,5,0,0,2,2,15,68.0,2,3,3,905,0,357,1262,2,2,2,7.140453043101158,0,0,7.140453043101158,0,0,2,0,2,1,2,5,1,0,0.0,2,572,1,0,120,0,0,0,0,0,5,2006,4,6,12.128111104060462,0,0,0
283,120,3.5263605246161616,8.529714471969909,2,1,1,1,1,1,3,3,1,7,5,2,1,2,2,15,166.0,2,3,3,904,0,410,1314,2,1,2,7.1808311990445555,0,0,7.1808311990445555,1,0,2,0,2,1,2,6,1,1,1.0,2,626,1,172,62,0,0,0,0,0,4,2009,7,1,12.24288661865289,0,0,0
284,20,4.30406509320417,9.17076759685636,2,1,1,1,1,1,2,3,1,8,5,1,0,2,2,15,72.0,2,3,3,0,0,1468,1468,2,1,2,7.291656209174461,0,0,7.291656209174461,0,0,2,0,3,1,2,6,1,1,1.0,3,898,1,210,150,0,0,0,0,0,12,2009,4,6,12.407379502235209,0,0,0
285,120,3.912023005428146,8.988695696785708,2,1,1,1,1,1,3,3,1,6,5,15,15,2,2,11,0.0,2,3,3,430,0,1145,1575,2,2,2,7.362010551259734,0,0,7.362010551259734,1,0,2,0,2,1,2,5,1,0,15.0,2,529,1,0,0,52,0,0,0,0,7,2007,1,1,12.096257779522967,0,0,0
286,160,3.5553480614894135,8.35490952835879,2,2,1,1,1,1,3,3,4,7,5,1,0,2,2,9,0.0,2,3,3,0,0,625,625,2,1,2,6.437751649736401,625,0,7.1308988302963465,0,0,2,1,2,1,2,5,1,0,1.0,2,528,1,0,54,0,0,0,0,0,6,2007,4,6,12.011880916165731,0,0,0
287,50,4.343805421853684,9.188708071849069,2,2,2,1,1,1,3,3,2,6,7,44,25,2,2,16,0.0,3,3,2,600,0,312,912,2,3,2,6.98933526597456,649,0,7.458186157340487,0,0,1,1,3,1,2,7,1,1,44.0,2,440,1,0,0,0,0,128,0,0,6,2006,1,1,11.976659481202368,0,0,0
288,20,4.23410650459726,9.002701007197938,2,2,1,1,2,1,3,3,1,4,4,35,35,2,2,7,0.0,3,3,2,614,0,244,858,2,3,2,6.754604099487962,0,0,6.754604099487962,0,0,1,0,3,1,3,5,1,0,26.0,0,0,1,0,0,0,0,0,0,0,6,2006,1,1,11.385092093460344,1,0,1
289,20,4.23410650459726,9.19207456316929,2,2,1,1,1,1,3,3,1,5,5,43,43,2,2,9,31.0,3,2,2,450,0,432,882,2,3,2,6.802394763324311,0,0,6.802394763324311,0,0,1,0,3,1,3,5,1,0,40.0,1,280,1,0,0,0,0,0,0,0,2,2010,1,1,11.711776323715394,1,0,0
290,70,4.0943445622221,9.074520648833648,2,1,1,1,1,1,5,3,4,6,7,92,4,2,2,16,0.0,3,3,1,0,0,698,698,2,1,2,6.548219102762372,698,0,7.241366283322318,0,0,1,0,3,1,3,7,1,0,4.0,1,384,1,0,0,0,0,259,0,0,7,2007,1,1,11.941944326032129,0,0,0
291,60,4.787491742782046,9.655731072956666,2,1,1,1,1,1,3,3,4,8,5,0,0,2,2,15,0.0,2,3,3,0,0,1079,1079,2,1,2,6.983789965258135,840,0,7.5595594960077,0,0,2,1,3,1,2,8,1,1,0.0,2,685,1,0,51,0,0,0,0,0,7,2006,4,6,12.359780370124389,0,0,0
292,190,4.007333185232471,8.645938147306799,2,1,2,1,1,1,3,3,4,5,6,96,8,2,2,15,0.0,3,4,3,210,0,570,780,2,1,1,6.841615476477592,780,0,7.447751280047908,1,0,2,0,6,1,4,9,1,0,28.0,0,0,3,0,184,0,0,0,0,0,3,2008,1,1,11.819674600139235,0,0,1
293,50,4.0943445622221,9.34215779659637,2,1,1,1,1,1,3,3,2,5,4,60,1,2,2,16,0.0,3,3,2,292,0,476,768,2,2,2,7.045776576879511,568,0,7.447751280047908,0,0,1,1,3,1,3,8,3,1,60.0,1,281,1,0,0,0,0,160,0,0,1,2009,1,1,11.782952602183288,0,0,0
294,60,4.23410650459726,9.720705889909716,2,2,1,1,2,1,7,3,4,7,7,29,12,2,2,11,34.0,3,3,2,795,0,0,795,2,4,2,7.291656209174461,795,0,7.724446645633537,1,0,2,1,3,1,2,9,1,1,29.0,2,539,1,0,250,0,0,0,0,0,3,2006,1,1,12.367340793126296,1,0,0
295,20,4.382026634673881,9.169518377455928,2,1,1,1,1,1,3,3,1,6,5,56,56,4,2,7,238.0,3,3,2,1285,0,131,1416,2,3,2,7.404887575616125,0,0,7.404887575616125,1,0,1,0,3,1,3,7,1,2,56.0,2,418,1,110,0,0,0,0,0,0,10,2009,1,1,12.025749091398891,0,0,0
296,80,3.6109179126442243,8.979290649090876,2,2,1,1,3,1,3,3,8,6,6,22,22,2,2,7,0.0,3,3,2,819,0,184,1003,2,3,2,6.910750787961936,0,0,6.910750787961936,1,0,1,0,3,1,3,6,1,0,22.0,2,588,1,120,0,0,0,0,0,0,3,2006,1,1,11.867097278690842,0,0,0
297,50,4.31748811353631,9.52588077255636,2,1,1,1,1,1,3,3,2,5,5,57,57,2,2,16,0.0,3,3,2,420,0,490,910,2,3,2,6.813444599510896,648,0,7.351158226430694,0,0,1,1,4,1,3,6,1,0,57.0,1,282,1,289,0,0,0,0,0,0,6,2007,1,1,11.931635799828413,0,0,0
298,60,4.189654742026425,8.90910013492555,2,2,1,1,1,1,3,3,4,7,5,10,9,4,2,15,1600.0,2,3,3,649,0,326,975,2,1,2,6.882437470997847,975,0,7.575584651557793,0,0,2,1,3,1,2,7,1,1,10.0,2,576,1,0,10,0,0,198,0,0,6,2007,1,1,12.384218830913648,0,0,0
299,60,4.499809670330265,9.367344120785848,2,1,1,1,1,1,3,3,4,6,6,39,39,5,2,7,365.0,2,3,2,384,175,143,702,2,2,2,6.947937068614969,702,0,7.463363045520021,0,1,1,2,3,1,3,7,1,1,39.0,2,539,1,224,0,0,0,0,0,0,6,2007,1,1,12.072541252905651,0,0,0
300,20,4.382026634673881,9.546812608597396,2,1,1,1,1,1,3,3,1,6,8,59,5,2,2,7,0.0,3,2,2,0,0,1092,1092,2,1,2,7.049254841255837,0,0,7.049254841255837,0,1,1,0,3,1,2,6,1,1,59.0,1,300,1,0,36,0,0,0,0,0,8,2009,1,5,11.973509872299472,0,0,0
301,190,4.499809670330265,9.66459564425378,2,1,1,1,2,1,3,3,1,5,5,53,53,4,2,9,56.0,3,3,2,841,0,324,1165,2,3,2,7.197435354096591,0,0,7.197435354096591,1,0,1,0,2,1,3,5,1,2,53.0,1,375,1,0,0,0,0,0,0,0,6,2006,1,1,11.964001084330445,0,0,0
302,60,4.189654742026425,9.69437017295501,2,4,1,1,1,1,3,3,4,8,5,9,8,2,2,15,0.0,2,3,3,281,0,747,1028,2,1,2,7.098375638590786,1242,0,7.804659297056102,0,0,2,1,4,1,2,9,1,1,9.0,2,683,1,208,50,0,0,0,0,0,5,2007,1,1,12.495003937382387,0,0,0
303,20,4.770684624465665,9.525443040003957,2,2,1,1,2,1,3,3,1,7,5,5,4,2,2,15,150.0,2,3,3,0,0,1541,1541,2,1,2,7.340186835320115,0,0,7.340186835320115,0,0,2,0,3,1,2,6,1,1,5.0,3,843,1,468,81,0,0,0,0,0,1,2006,1,1,12.230765258120545,0,0,0
304,20,4.248495242049359,9.190137664658664,2,1,1,1,2,1,3,3,1,5,7,34,34,2,2,15,0.0,3,3,3,894,0,0,894,2,3,2,6.795705775173514,0,0,6.795705775173514,1,0,1,0,3,1,3,5,1,0,31.0,2,552,1,256,0,0,0,0,0,0,7,2006,1,2,11.917723684090689,0,0,0
305,75,4.465908118654584,9.8193447844237,2,1,1,1,1,1,3,3,5,7,9,128,6,2,2,6,0.0,3,3,1,0,0,1470,1470,2,1,2,7.423568444259167,1818,0,8.158516244806831,0,0,3,0,3,1,2,10,1,1,5.0,3,870,1,302,0,0,0,0,0,0,5,2008,1,1,12.594730635321957,0,0,0
306,20,4.382026634673881,9.248214024404264,2,1,1,1,1,1,3,3,1,8,5,3,2,2,2,6,246.0,2,3,3,1464,0,536,2000,2,1,2,7.600902459542082,0,0,7.600902459542082,1,0,2,0,3,1,2,8,1,0,3.0,3,888,1,168,0,0,0,0,0,0,7,2007,1,1,12.631013530138995,0,0,0
307,60,4.7535901911063645,9.508517181520606,2,1,1,1,1,1,2,3,4,7,5,17,16,2,2,7,246.0,2,3,2,700,0,0,700,2,2,2,7.022868086082641,1121,0,7.715569534520208,1,0,2,1,4,1,2,8,1,1,17.0,3,746,1,127,44,224,0,0,0,0,6,2007,1,1,12.323855681186558,0,0,0
308,50,4.23410650459726,8.977146484808472,2,2,1,1,1,1,1,3,2,6,7,88,58,2,2,9,0.0,3,4,2,0,0,319,319,2,3,2,6.942156705699469,371,0,7.2485040723706105,0,0,1,0,3,1,4,6,1,0,28.0,0,0,3,0,144,0,0,0,0,0,3,2008,1,1,11.401993904262946,1,0,1
309,30,4.23410650459726,9.420763358881013,2,2,1,1,1,1,3,3,1,4,5,69,59,2,2,15,0.0,3,3,2,262,0,599,861,2,1,2,6.7580945044277305,0,0,6.7580945044277305,0,0,1,0,1,1,3,4,1,0,48.0,2,539,1,158,0,0,0,0,0,0,3,2009,1,1,11.320553572322773,1,0,0
310,20,4.499809670330265,9.423675982299306,2,2,1,1,1,1,3,3,1,9,5,3,2,2,2,15,0.0,2,3,3,1274,0,622,1896,2,1,2,7.572502985020384,0,0,7.572502985020384,1,0,2,0,3,1,1,8,1,3,3.0,3,708,1,208,175,0,0,0,0,0,11,2006,1,1,12.793859310432293,0,0,0
311,60,4.23410650459726,8.947025655972697,2,2,1,1,1,1,3,3,4,6,5,13,12,2,2,7,112.0,3,3,3,518,0,179,697,2,2,2,6.546785410760524,804,0,7.313886831633462,0,0,2,1,3,1,2,6,1,1,13.0,2,420,1,190,63,0,0,0,0,0,5,2006,1,1,12.017330520933296,1,0,0
312,20,3.912023005428146,8.987196820661973,2,1,1,1,1,1,3,3,1,6,6,61,7,2,2,15,0.0,3,2,2,680,0,292,972,2,1,2,6.879355804460439,0,0,6.879355804460439,1,0,1,0,2,1,3,5,1,1,61.0,1,240,1,0,0,0,0,0,0,0,5,2009,1,1,11.790557201568507,0,0,0
313,190,4.174387269895637,8.961879012677683,2,1,1,1,1,1,1,3,2,5,7,67,56,2,2,9,0.0,3,3,2,507,0,286,793,2,3,2,6.675823221634848,325,0,7.0192966537150445,1,0,1,0,3,1,3,5,1,1,67.0,2,410,1,0,0,0,0,271,0,0,5,2006,1,1,11.694413341015606,0,0,0
314,20,5.0106352940962555,12.279532193216468,2,4,4,1,1,3,3,3,1,7,5,44,44,4,2,4,0.0,3,3,2,1236,820,80,2136,3,3,2,7.618742377670413,0,0,7.618742377670413,2,0,2,0,3,1,3,8,1,2,44.0,2,513,1,0,0,0,0,0,0,0,6,2009,1,1,12.834681304952548,0,0,0
315,70,4.0943445622221,9.169518377455928,2,1,1,1,1,1,3,3,4,7,7,81,16,2,2,16,0.0,3,3,1,16,0,712,728,2,1,2,6.723832440821209,809,0,7.403061091090091,0,1,1,1,3,1,1,6,1,1,81.0,2,546,1,0,0,234,0,0,0,0,8,2006,1,1,12.089538829274222,0,0,0
316,60,4.2626798770413155,8.961237781491876,2,2,1,1,1,1,3,3,4,7,5,5,4,2,2,15,0.0,2,3,3,425,0,291,716,2,1,2,6.573680166960646,716,0,7.266827347520591,1,0,2,1,3,1,2,6,1,1,5.0,2,432,1,100,51,0,0,0,0,0,7,2009,1,1,12.146853285870202,0,0,0
317,60,4.543294782270004,9.473089177882752,2,2,1,1,2,1,3,3,4,7,7,29,29,2,2,6,278.0,2,3,2,692,0,153,845,2,3,2,7.050122520269059,1200,0,7.763446388727362,1,0,2,1,4,1,1,10,1,1,26.0,2,484,1,288,195,0,0,0,0,0,8,2009,1,1,12.468436909997665,0,0,0
318,60,4.31748811353631,9.104979856318357,2,1,1,1,1,1,3,3,4,8,5,1,1,2,2,15,0.0,2,3,3,0,0,1088,1088,2,1,2,6.992096427415888,871,0,7.580189417944541,0,0,2,1,3,1,2,8,1,1,1.0,3,1025,1,208,46,0,0,0,0,0,12,2007,1,1,12.506177237980511,0,0,0
319,60,4.499809670330265,9.20029003612268,2,1,4,1,1,2,3,3,4,7,5,16,16,2,2,7,256.0,2,3,3,987,0,360,1347,2,1,2,7.22402480828583,1274,0,7.880804344674901,1,0,2,1,4,1,2,9,1,1,16.0,3,656,1,340,60,144,0,0,0,0,4,2009,1,1,12.468436909997665,0,0,0
320,80,4.23410650459726,9.55499334068759,2,1,1,1,1,1,3,3,8,7,5,29,29,2,2,11,225.0,3,3,2,1036,0,336,1372,2,3,2,7.294377299288821,0,0,7.294377299288821,1,0,2,0,3,1,3,6,1,2,29.0,2,588,1,233,48,0,0,0,0,0,6,2009,1,1,12.141534124392603,1,0,0
321,60,4.709530201312334,9.696401880595555,2,1,1,1,2,1,3,3,4,9,5,0,0,2,2,15,370.0,3,3,3,0,0,1249,1249,2,1,2,7.130098510125578,1347,0,7.86172707782398,0,0,3,1,4,1,2,9,1,0,0.0,3,840,1,240,154,0,0,0,0,0,9,2006,4,6,12.7444443677961,0,0,0
322,60,4.59511985013459,9.400878083541478,2,2,1,1,1,1,3,3,4,8,5,3,3,2,2,15,388.0,2,3,3,970,0,166,1136,2,1,2,7.035268599281097,1332,0,7.811163385025279,1,0,2,1,4,1,2,10,1,1,3.0,3,872,1,184,154,0,0,0,0,0,6,2007,1,1,12.777052192115912,0,0,0
323,60,4.454347296253507,9.24763615671988,2,2,1,1,1,1,3,3,4,7,5,21,20,2,2,11,172.0,2,3,2,28,1474,0,1502,2,1,2,7.347943823148687,1177,0,7.912056888179006,1,0,2,1,4,1,2,8,1,1,20.0,2,576,1,201,96,0,0,0,0,0,8,2007,1,1,12.614865543731012,0,0,0
324,20,3.8918202981106265,8.669055540725484,2,1,1,1,1,1,3,3,1,3,8,51,1,2,2,15,0.0,3,2,2,256,0,906,1162,2,1,2,7.0587581525186645,0,0,7.0587581525186645,1,0,1,0,3,1,3,6,1,0,51.0,1,220,1,142,98,0,0,0,0,0,7,2006,1,1,11.745425111208464,0,0,0
325,80,4.564348191467836,9.330343164370879,2,1,1,1,2,1,6,3,8,7,7,43,3,5,7,16,300.0,2,2,2,0,0,710,710,2,1,2,7.5485559791698735,1080,0,7.999007213243955,0,0,2,1,5,1,2,11,1,1,49.0,2,564,1,240,0,0,0,0,0,0,6,2010,1,1,12.396693005138824,0,0,0
326,45,3.912023005428146,8.517193191416238,2,1,1,1,1,1,9,3,3,5,6,66,57,2,2,9,0.0,3,3,2,116,0,604,720,2,5,1,6.688354713946762,0,0,6.688354713946762,0,0,1,0,2,1,3,5,1,0,66.0,2,360,1,0,0,244,0,0,0,0,12,2007,1,1,11.37366339763672,0,0,0
327,120,3.4657359027997265,9.291551627401006,2,2,1,1,3,1,3,3,1,8,5,15,15,2,2,4,0.0,2,3,3,1619,0,100,1719,2,1,2,7.449498005382849,0,0,7.449498005382849,2,0,1,1,1,1,2,6,1,2,15.0,2,473,1,122,30,0,0,0,0,0,5,2008,6,1,12.688498794774466,0,0,0
328,20,4.382026634673881,9.358760377094455,2,1,1,1,1,1,3,3,1,6,5,46,46,4,2,16,175.0,3,3,2,565,0,818,1383,2,3,2,7.232010331664759,0,0,7.232010331664759,0,0,1,1,3,1,3,7,1,0,46.0,1,292,1,0,45,0,0,0,0,0,4,2006,1,1,11.886211674714158,0,0,0
329,75,4.23410650459726,9.38328476695754,2,2,2,1,1,1,6,3,6,6,6,93,15,2,2,16,0.0,3,3,1,0,0,844,844,2,2,1,7.275864600546533,689,0,7.665753431861699,0,0,2,0,5,1,2,10,1,0,79.0,2,441,1,0,60,268,0,0,0,0,7,2009,1,1,12.27606501735021,1,0,0
330,70,4.0943445622221,8.764365720529808,2,1,1,1,2,1,3,3,4,5,5,89,59,2,2,16,0.0,3,3,3,0,0,596,596,2,3,1,6.39024066706535,596,0,7.083387847625295,0,0,1,0,3,1,3,6,1,0,89.0,1,189,3,0,0,137,0,0,0,0,7,2009,1,1,11.26446410567173,0,0,0
331,90,4.23410650459726,9.270870871716214,2,2,1,1,1,1,3,3,1,5,4,43,43,2,2,7,84.0,3,3,2,40,264,1424,1728,2,3,2,7.454719949364001,0,0,7.454719949364001,0,1,2,0,6,2,3,10,1,0,5.0,1,352,1,155,0,0,0,0,0,0,11,2007,1,1,11.686878772093667,1,0,0
332,20,4.248495242049359,9.008958312443486,2,1,1,1,1,1,3,3,1,5,6,49,15,2,2,16,0.0,3,3,2,846,0,210,1056,2,4,2,6.962243464266207,0,0,6.962243464266207,1,0,1,0,3,1,3,6,1,0,49.0,1,308,1,0,0,0,0,0,0,0,8,2007,1,1,11.842229212112828,0,0,0
333,20,4.442651256490317,9.273784544532717,2,2,1,1,1,1,3,3,1,8,5,6,5,2,2,15,296.0,2,3,3,1124,479,1603,3206,2,1,2,7.395721608602045,0,0,7.395721608602045,1,0,2,0,3,1,2,7,1,1,6.0,3,880,1,0,0,0,0,0,0,0,10,2009,1,1,12.556729517143344,0,0,0
334,120,4.07753744390572,9.011645501064283,2,1,1,1,5,1,3,3,1,7,5,4,4,2,2,15,146.0,2,3,3,720,0,638,1358,2,1,2,7.213768308118642,0,0,7.213768308118642,1,0,2,0,2,1,2,6,1,1,4.0,2,484,1,192,30,0,0,0,0,0,7,2008,1,1,12.240474072247506,0,0,0
