Date,Hour,Waterlevel
5/30/2008,15,116
5/30/2008,16,115
5/30/2008,17,114
5/30/2008,18,113
5/30/2008,19,113
5/30/2008,20,112
5/30/2008,21,112
5/30/2008,22,113
5/30/2008,23,116
5/31/2008,0,119.5
5/31/2008,1,123
5/31/2008,2,125
5/31/2008,3,126
5/31/2008,4,127
5/31/2008,5,127
5/31/2008,6,127
5/31/2008,7,126
5/31/2008,8,126
5/31/2008,9,125
5/31/2008,10,123
5/31/2008,11,121
5/31/2008,12,121
5/31/2008,13,121
5/31/2008,14,121
5/31/2008,15,121
5/31/2008,16,121
5/31/2008,17,120
5/31/2008,18,119
5/31/2008,19,118
5/31/2008,20,117
5/31/2008,21,116
5/31/2008,22,116
5/31/2008,23,116
06/01/2008,0,115.5
06/01/2008,1,115
06/01/2008,2,115
06/01/2008,3,114
06/01/2008,4,114
06/01/2008,5,113
06/01/2008,6,112
06/01/2008,7,111
06/01/2008,8,110
06/01/2008,9,110
06/01/2008,10,110
06/01/2008,11,110
06/01/2008,12,112
06/01/2008,13,117
06/01/2008,14,121
06/01/2008,15,123
06/01/2008,16,125
06/01/2008,17,127
06/01/2008,18,127
06/01/2008,19,126
06/01/2008,20,125
06/01/2008,21,124
06/01/2008,22,123
06/01/2008,23,122
06/02/2008,0,120
06/02/2008,1,118
06/02/2008,2,116
06/02/2008,3,114
06/02/2008,4,113
06/02/2008,5,112
06/02/2008,6,110
06/02/2008,7,108
06/02/2008,8,104
06/02/2008,9,100
06/02/2008,10,97
06/02/2008,11,95
06/02/2008,12,101
06/02/2008,13,112
06/02/2008,14,124
06/02/2008,15,134
06/02/2008,16,143
06/02/2008,17,151
06/02/2008,18,152
06/02/2008,19,152
06/02/2008,20,150
06/02/2008,21,147
06/02/2008,22,144
06/02/2008,23,140
06/03/2008,0,136
06/03/2008,1,132
06/03/2008,2,128
06/03/2008,3,124
06/03/2008,4,120
06/03/2008,5,117
06/03/2008,6,114
06/03/2008,7,110
06/03/2008,8,107
06/03/2008,9,104
06/03/2008,10,101
06/03/2008,11,98
06/03/2008,12,98
06/03/2008,13,98
06/03/2008,14,108
06/03/2008,15,123
06/03/2008,16,142
06/03/2008,17,157
06/03/2008,18,166
06/03/2008,19,173
06/03/2008,20,176
06/03/2008,21,173
06/03/2008,22,169
06/03/2008,23,165
06/04/2008,0,162
06/04/2008,1,159
06/04/2008,2,156
06/04/2008,3,152
06/04/2008,4,148
06/04/2008,5,145
06/04/2008,6,142
06/04/2008,7,139
06/04/2008,8,138
06/04/2008,9,137
06/04/2008,10,136
06/04/2008,11,135
06/04/2008,12,135
06/04/2008,13,135
06/04/2008,14,136
06/04/2008,15,144
06/04/2008,16,157
06/04/2008,17,175
06/04/2008,18,191
06/04/2008,19,205
06/04/2008,20,213
06/04/2008,21,216
06/04/2008,22,215
06/04/2008,23,212
06/05/2008,0,209
06/05/2008,1,206
06/05/2008,2,203
06/05/2008,3,199
06/05/2008,4,195
06/05/2008,5,192
06/05/2008,6,188
06/05/2008,7,184
06/05/2008,8,181
06/05/2008,9,179
06/05/2008,10,176
06/05/2008,11,173
06/05/2008,12,172
06/05/2008,13,171
06/05/2008,14,170
06/05/2008,15,169
06/05/2008,16,176
06/05/2008,17,188
06/05/2008,18,207
06/05/2008,19,219
06/05/2008,20,229
06/05/2008,21,238
06/05/2008,22,238
06/05/2008,23,235
06/06/2008,0,229.5
06/06/2008,1,224
06/06/2008,2,219
06/06/2008,3,214
06/06/2008,4,209
06/06/2008,5,204
06/06/2008,6,199
06/06/2008,7,194
06/06/2008,8,189
06/06/2008,9,185
06/06/2008,10,181
06/06/2008,11,177
06/06/2008,12,173
06/06/2008,13,169
06/06/2008,14,166
06/06/2008,15,163
06/06/2008,16,161
06/06/2008,17,164
06/06/2008,18,175
06/06/2008,19,193
06/06/2008,20,209
06/06/2008,21,222
06/06/2008,22,228
06/06/2008,23,231
06/07/2008,0,225.5
06/07/2008,1,220
06/07/2008,2,215
06/07/2008,3,210
06/07/2008,4,205
06/07/2008,5,199
06/07/2008,6,193
06/07/2008,7,188
06/07/2008,8,183
06/07/2008,9,179
06/07/2008,10,175
06/07/2008,11,171
06/07/2008,12,167
06/07/2008,13,162
06/07/2008,14,158
06/07/2008,15,155
06/07/2008,16,153
06/07/2008,17,151
06/07/2008,18,155
06/07/2008,19,168
06/07/2008,20,187
06/07/2008,21,200
06/07/2008,22,212
06/07/2008,23,221
06/08/2008,0,219
06/08/2008,1,217
06/08/2008,2,212
06/08/2008,3,207
06/08/2008,4,202
06/08/2008,5,197
06/08/2008,6,191
06/08/2008,7,185
06/08/2008,8,181
06/08/2008,9,177
06/08/2008,10,174
06/08/2008,11,169
06/08/2008,12,164
06/08/2008,13,159
06/08/2008,14,156
06/08/2008,15,153
06/08/2008,16,150
06/08/2008,17,147
06/08/2008,18,147
06/08/2008,19,151
06/08/2008,20,164
06/08/2008,21,180
06/08/2008,22,192
06/08/2008,23,202
06/09/2008,0,204.5
06/09/2008,1,207
06/09/2008,2,204
06/09/2008,3,201
06/09/2008,4,198
06/09/2008,5,194
06/09/2008,6,191
06/09/2008,7,188
06/09/2008,8,185
06/09/2008,9,181
06/09/2008,10,176
06/09/2008,11,171
06/09/2008,12,166
06/09/2008,13,161
06/09/2008,14,157
06/09/2008,15,153
06/09/2008,16,149
06/09/2008,17,146
06/09/2008,18,144
06/09/2008,19,143
06/09/2008,20,146
06/09/2008,21,154
06/09/2008,22,164
06/09/2008,23,172
06/10/2008,0,178.5
06/10/2008,1,185
06/10/2008,2,186
06/10/2008,3,186
06/10/2008,4,183
06/10/2008,5,181
06/10/2008,6,179
06/10/2008,7,177
06/10/2008,8,174
06/10/2008,9,171
06/10/2008,10,168
06/10/2008,11,166
06/10/2008,12,164
06/10/2008,13,162
06/10/2008,14,160
06/10/2008,15,159
06/10/2008,16,158
06/10/2008,17,157
06/10/2008,18,155
06/10/2008,19,154
06/10/2008,20,156
06/10/2008,21,163
06/10/2008,22,170
06/10/2008,23,176
06/11/2008,0,180
06/11/2008,1,184
06/11/2008,2,186
06/11/2008,3,187
06/11/2008,4,186
06/11/2008,5,186
06/11/2008,6,186
06/11/2008,7,185
06/11/2008,8,184
06/11/2008,9,183
06/11/2008,10,182
06/11/2008,11,180
06/11/2008,12,178
06/11/2008,13,177
06/11/2008,14,176
06/11/2008,15,174
06/11/2008,16,172
06/11/2008,17,170
06/11/2008,18,168
06/11/2008,19,167
06/11/2008,20,167
06/11/2008,21,168
06/11/2008,22,171
06/11/2008,23,174
06/12/2008,0,176.5
06/12/2008,1,179
06/12/2008,2,180
06/12/2008,3,180
06/12/2008,4,179
06/12/2008,5,178
06/12/2008,6,177
06/12/2008,7,176
06/12/2008,8,175
06/12/2008,9,174
06/12/2008,10,173
06/12/2008,11,172
06/12/2008,12,171
06/12/2008,13,170
06/12/2008,14,169
06/12/2008,15,168
06/12/2008,16,167
06/12/2008,17,166
06/12/2008,18,165
06/12/2008,19,164
06/12/2008,20,164
06/12/2008,21,165
06/12/2008,22,166
06/12/2008,23,167
6/13/2008,0,168.5
6/13/2008,1,170
6/13/2008,2,171
6/13/2008,3,171
6/13/2008,4,171
6/13/2008,5,171
6/13/2008,6,170
6/13/2008,7,170
6/13/2008,8,170
6/13/2008,9,170
6/13/2008,10,170
6/13/2008,11,170
6/13/2008,12,170
6/13/2008,13,171
6/13/2008,14,172
6/13/2008,15,172
6/13/2008,16,172
6/13/2008,17,172
6/13/2008,18,173
6/13/2008,19,173
6/13/2008,20,174
6/13/2008,21,175
6/13/2008,22,176
6/13/2008,23,177
6/14/2008,0,177.5
6/14/2008,1,178
6/14/2008,2,179
6/14/2008,3,179
6/14/2008,4,179
6/14/2008,5,179
6/14/2008,6,178
6/14/2008,7,177
6/14/2008,8,177
6/14/2008,9,177
6/14/2008,10,178
6/14/2008,11,178
6/14/2008,12,179
6/14/2008,13,182
6/14/2008,14,185
6/14/2008,15,188
6/14/2008,16,191
6/14/2008,17,195
6/14/2008,18,198
6/14/2008,19,200
6/14/2008,20,201
6/14/2008,21,202
6/14/2008,22,202
6/14/2008,23,203
6/15/2008,0,204
6/15/2008,1,205
6/15/2008,2,205
6/15/2008,3,206
6/15/2008,4,206
6/15/2008,5,207
6/15/2008,6,207
6/15/2008,7,208
6/15/2008,8,209
6/15/2008,9,209
6/15/2008,10,210
6/15/2008,11,211
6/15/2008,12,212
6/15/2008,13,215
6/15/2008,14,220
6/15/2008,15,225
6/15/2008,16,228
6/15/2008,17,232
6/15/2008,18,235
6/15/2008,19,238
6/15/2008,20,240
6/15/2008,21,241
6/15/2008,22,242
6/15/2008,23,242
6/16/2008,0,242.5
6/16/2008,1,243
6/16/2008,2,242
6/16/2008,3,240
6/16/2008,4,238
6/16/2008,5,236
6/16/2008,6,234
6/16/2008,7,232
6/16/2008,8,231
6/16/2008,9,230
6/16/2008,10,228
6/16/2008,11,226
6/16/2008,12,225
6/16/2008,13,225
6/16/2008,14,227
6/16/2008,15,230
6/16/2008,16,234
6/16/2008,17,237
6/16/2008,18,240
6/16/2008,19,242
6/16/2008,20,243
6/16/2008,21,244
6/16/2008,22,244
6/16/2008,23,242
6/17/2008,0,240
6/17/2008,1,238
6/17/2008,2,236
6/17/2008,3,234
6/17/2008,4,232
6/17/2008,5,229
6/17/2008,6,226
6/17/2008,7,224
6/17/2008,8,222
6/17/2008,9,220
6/17/2008,10,218
6/17/2008,11,216
6/17/2008,12,215
6/17/2008,13,214
6/17/2008,14,214
6/17/2008,15,216
6/17/2008,16,220
6/17/2008,17,226
6/17/2008,18,232
6/17/2008,19,238
6/17/2008,20,240
6/17/2008,21,241
6/17/2008,22,241
6/17/2008,23,239
6/18/2008,0,237
6/18/2008,1,235
6/18/2008,2,232
6/18/2008,3,229
6/18/2008,4,227
6/18/2008,5,225
6/18/2008,6,223
6/18/2008,7,221
6/18/2008,8,219
6/18/2008,9,216
6/18/2008,10,214
6/18/2008,11,212
6/18/2008,12,211
6/18/2008,13,210
6/18/2008,14,210
6/18/2008,15,212
6/18/2008,16,218
6/18/2008,17,226
6/18/2008,18,234
6/18/2008,19,242
6/18/2008,20,247
6/18/2008,21,251
6/18/2008,22,252
6/18/2008,23,252
6/19/2008,0,251
6/19/2008,1,250
6/19/2008,2,249
6/19/2008,3,248
6/19/2008,4,246
6/19/2008,5,245
6/19/2008,6,244
6/19/2008,7,243
6/19/2008,8,243
6/19/2008,9,243
6/19/2008,10,243
6/19/2008,11,243
6/19/2008,12,244
6/19/2008,13,245
6/19/2008,14,247
6/19/2008,15,250
6/19/2008,16,256
6/19/2008,17,263
6/19/2008,18,273
6/19/2008,19,281
6/19/2008,20,289
6/19/2008,21,295
6/19/2008,22,299
6/19/2008,23,302
6/20/2008,0,304.5
6/20/2008,1,307
6/20/2008,2,309
6/20/2008,3,311
6/20/2008,4,312
6/20/2008,5,313
6/20/2008,6,314
6/20/2008,7,315
6/20/2008,8,316
6/20/2008,9,317
6/20/2008,10,318
6/20/2008,11,319
6/20/2008,12,320
6/20/2008,13,322
6/20/2008,14,323
6/20/2008,15,324
6/20/2008,16,326
6/20/2008,17,328
6/20/2008,18,332
6/20/2008,19,338
6/20/2008,20,343
6/20/2008,21,347
6/20/2008,22,350
6/20/2008,23,352
6/21/2008,0,352.5
6/21/2008,1,353
6/21/2008,2,353
6/21/2008,3,352
6/21/2008,4,352
6/21/2008,5,351
6/21/2008,6,350
6/21/2008,7,349
6/21/2008,8,348
6/21/2008,9,347
6/21/2008,10,346
6/21/2008,11,345
6/21/2008,12,344
6/21/2008,13,343
6/21/2008,14,342
6/21/2008,15,341
6/21/2008,16,341
6/21/2008,17,341
6/21/2008,18,343
6/21/2008,19,346
6/21/2008,20,349
6/21/2008,21,353
6/21/2008,22,355
6/21/2008,23,356
6/22/2008,0,355.5
6/22/2008,1,355
6/22/2008,2,354
6/22/2008,3,353
6/22/2008,4,353
6/22/2008,5,352
6/22/2008,6,351
6/22/2008,7,350
6/22/2008,8,349
6/22/2008,9,347
6/22/2008,10,345
6/22/2008,11,344
6/22/2008,12,343
6/22/2008,13,342
6/22/2008,14,341
6/22/2008,15,340
6/22/2008,16,339
6/22/2008,17,338
6/22/2008,18,337
6/22/2008,19,338
6/22/2008,20,340
6/22/2008,21,342
6/22/2008,22,343
6/22/2008,23,344
6/23/2008,0,344.5
6/23/2008,1,345
6/23/2008,2,343
6/23/2008,3,341
6/23/2008,4,339
6/23/2008,5,336
6/23/2008,6,334
6/23/2008,7,332
6/23/2008,8,330
6/23/2008,9,327
6/23/2008,10,324
6/23/2008,11,321
6/23/2008,12,319
6/23/2008,13,317
6/23/2008,14,315
6/23/2008,15,313
6/23/2008,16,311
6/23/2008,17,309
6/23/2008,18,307
6/23/2008,19,307
6/23/2008,20,309
6/23/2008,21,311
6/23/2008,22,312
6/23/2008,23,313
6/24/2008,0,313.5
6/24/2008,1,314
6/24/2008,2,313
6/24/2008,3,311
6/24/2008,4,308
6/24/2008,5,305
6/24/2008,6,302
6/24/2008,7,299
6/24/2008,8,296
6/24/2008,9,293
6/24/2008,10,290
6/24/2008,11,287
6/24/2008,12,284
6/24/2008,13,281
6/24/2008,14,277
6/24/2008,15,274
6/24/2008,16,271
6/24/2008,17,268
6/24/2008,18,266
6/24/2008,19,264
6/24/2008,20,265
6/24/2008,21,267
6/24/2008,22,271
6/24/2008,23,274
6/25/2008,0,275
6/25/2008,1,276
6/25/2008,2,275
6/25/2008,3,273
6/25/2008,4,271
6/25/2008,5,268
6/25/2008,6,265
6/25/2008,7,263
6/25/2008,8,261
6/25/2008,9,259
6/25/2008,10,257
6/25/2008,11,254
6/25/2008,12,252
6/25/2008,13,250
6/25/2008,14,248
6/25/2008,15,247
6/25/2008,16,246
6/25/2008,17,244
6/25/2008,18,243
6/25/2008,19,242
6/25/2008,20,243
6/25/2008,21,245
6/25/2008,22,247
6/25/2008,23,250
6/26/2008,0,251
6/26/2008,1,252
6/26/2008,2,252
6/26/2008,3,253
6/26/2008,4,253
6/26/2008,5,252
6/26/2008,6,251
6/26/2008,7,249
6/26/2008,8,247
6/26/2008,9,245
6/26/2008,10,243
6/26/2008,11,242
6/26/2008,12,241
6/26/2008,13,239
6/26/2008,14,237
6/26/2008,15,235
6/26/2008,16,234
6/26/2008,17,233
6/26/2008,18,232
6/26/2008,19,230
6/26/2008,20,230
6/26/2008,21,230
6/26/2008,22,231
6/26/2008,23,232
6/27/2008,0,233.5
6/27/2008,1,235
6/27/2008,2,235
6/27/2008,3,234
6/27/2008,4,234
6/27/2008,5,233
6/27/2008,6,232
6/27/2008,7,231
6/27/2008,8,230
6/27/2008,9,228
6/27/2008,10,226
6/27/2008,11,225
6/27/2008,12,224
6/27/2008,13,223
6/27/2008,14,222
6/27/2008,15,221
6/27/2008,16,220
6/27/2008,17,219
6/27/2008,18,218
6/27/2008,19,217
6/27/2008,20,217
6/27/2008,21,217
6/27/2008,22,218
6/27/2008,23,219
6/28/2008,0,219.5
6/28/2008,1,220
6/28/2008,2,222
6/28/2008,3,224
6/28/2008,4,225
6/28/2008,5,225
6/28/2008,6,224
6/28/2008,7,223
6/28/2008,8,224
6/28/2008,9,225
6/28/2008,10,226
6/28/2008,11,227
6/28/2008,12,228
6/28/2008,13,229
6/28/2008,14,230
6/28/2008,15,231
6/28/2008,16,232
6/28/2008,17,233
6/28/2008,18,234
6/28/2008,19,235
6/28/2008,20,236
6/28/2008,21,237
6/28/2008,22,238
6/28/2008,23,239
6/29/2008,0,241
6/29/2008,1,243
6/29/2008,2,245
6/29/2008,3,247
6/29/2008,4,248
6/29/2008,5,250
6/29/2008,6,252
6/29/2008,7,254
6/29/2008,8,256
6/29/2008,9,258
6/29/2008,10,261
6/29/2008,11,265
6/29/2008,12,271
6/29/2008,13,276
6/29/2008,14,280
6/29/2008,15,282
6/29/2008,16,285
6/29/2008,17,288
6/29/2008,18,292
6/29/2008,19,295
6/29/2008,20,297
6/29/2008,21,299
6/29/2008,22,301
6/29/2008,23,303
6/30/2008,0,304
6/30/2008,1,305
6/30/2008,2,305
6/30/2008,3,305
6/30/2008,4,304
6/30/2008,5,304
6/30/2008,6,303
6/30/2008,7,303
6/30/2008,8,302
6/30/2008,9,302
6/30/2008,10,301
6/30/2008,11,301
6/30/2008,12,302
6/30/2008,13,304
6/30/2008,14,307
6/30/2008,15,309
6/30/2008,16,311
6/30/2008,17,312
6/30/2008,18,313
6/30/2008,19,314
6/30/2008,20,314
6/30/2008,21,313
6/30/2008,22,313
6/30/2008,23,312
07/01/2008,0,310
07/01/2008,1,308
07/01/2008,2,306
07/01/2008,3,304
07/01/2008,4,302
07/01/2008,5,300
07/01/2008,6,298
07/01/2008,7,296
07/01/2008,8,294
07/01/2008,9,292
07/01/2008,10,290
07/01/2008,11,289
07/01/2008,12,289
07/01/2008,13,289
07/01/2008,14,290
07/01/2008,15,293
07/01/2008,16,297
07/01/2008,17,301
07/01/2008,18,305
07/01/2008,19,308
07/01/2008,20,307
07/01/2008,21,306
07/01/2008,22,305
07/01/2008,23,303
07/02/2008,0,301
07/02/2008,1,299
07/02/2008,2,297
07/02/2008,3,295
07/02/2008,4,293
07/02/2008,5,291
07/02/2008,6,289
07/02/2008,7,287
07/02/2008,8,286
07/02/2008,9,285
07/02/2008,10,283
07/02/2008,11,281
07/02/2008,12,280
07/02/2008,13,280
07/02/2008,14,281
07/02/2008,15,286
07/02/2008,16,292
07/02/2008,17,298
07/02/2008,18,304
07/02/2008,19,310
07/02/2008,20,314
07/02/2008,21,314
07/02/2008,22,313
07/02/2008,23,313
07/03/2008,0,312
07/03/2008,1,311
07/03/2008,2,311
07/03/2008,3,310
07/03/2008,4,310
07/03/2008,5,310
07/03/2008,6,309
07/03/2008,7,309
07/03/2008,8,309
07/03/2008,9,309
07/03/2008,10,308
07/03/2008,11,308
07/03/2008,12,308
07/03/2008,13,308
07/03/2008,14,308
07/03/2008,15,310
07/03/2008,16,315
07/03/2008,17,321
07/03/2008,18,327
07/03/2008,19,333
07/03/2008,20,337
07/03/2008,21,340
07/03/2008,22,341
07/03/2008,23,338
07/04/2008,0,336
07/04/2008,1,334
07/04/2008,2,332
07/04/2008,3,330
07/04/2008,4,327
07/04/2008,5,324
07/04/2008,6,321
07/04/2008,7,319
07/04/2008,8,317
07/04/2008,9,315
07/04/2008,10,313
07/04/2008,11,311
07/04/2008,12,309
07/04/2008,13,308
07/04/2008,14,307
07/04/2008,15,306
07/04/2008,16,306
07/04/2008,17,309
07/04/2008,18,315
07/04/2008,19,321
07/04/2008,20,326
07/04/2008,21,331
07/04/2008,22,334
07/04/2008,23,334
07/05/2008,0,333
07/05/2008,1,332
07/05/2008,2,331
07/05/2008,3,330
07/05/2008,4,328
07/05/2008,5,328
07/05/2008,6,327
07/05/2008,7,327
07/05/2008,8,327
07/05/2008,9,327
07/05/2008,10,327
07/05/2008,11,327
07/05/2008,12,328
07/05/2008,13,329
07/05/2008,14,331
07/05/2008,15,333
07/05/2008,16,335
07/05/2008,17,338
07/05/2008,18,342
07/05/2008,19,347
07/05/2008,20,353
07/05/2008,21,359
07/05/2008,22,365
07/05/2008,23,369
07/06/2008,0,372.5
07/06/2008,1,376
07/06/2008,2,378
07/06/2008,3,379
07/06/2008,4,380
07/06/2008,5,380
07/06/2008,6,381
07/06/2008,7,381
07/06/2008,8,382
07/06/2008,9,383
07/06/2008,10,384
07/06/2008,11,385
07/06/2008,12,386
07/06/2008,13,387
07/06/2008,14,388
07/06/2008,15,389
07/06/2008,16,390
07/06/2008,17,392
07/06/2008,18,395
07/06/2008,19,398
07/06/2008,20,404
07/06/2008,21,409
07/06/2008,22,415
07/06/2008,23,420
07/07/2008,0,424
07/07/2008,1,428
07/07/2008,2,431
07/07/2008,3,434
07/07/2008,4,436
07/07/2008,5,440
07/07/2008,6,443
07/07/2008,7,446
07/07/2008,8,448
07/07/2008,9,450
07/07/2008,10,451
07/07/2008,11,452
07/07/2008,12,453
07/07/2008,13,455
07/07/2008,14,457
07/07/2008,15,459
07/07/2008,16,461
07/07/2008,17,463
07/07/2008,18,465
07/07/2008,19,467
07/07/2008,20,470
07/07/2008,21,473
07/07/2008,22,478
07/07/2008,23,484
07/08/2008,0,487.5
07/08/2008,1,491
07/08/2008,2,495
07/08/2008,3,499
07/08/2008,4,502
07/08/2008,5,504
07/08/2008,6,506
07/08/2008,7,507
07/08/2008,8,508
07/08/2008,9,509
07/08/2008,10,509
07/08/2008,11,510
07/08/2008,12,511
07/08/2008,13,511
07/08/2008,14,511
07/08/2008,15,511
07/08/2008,16,511
07/08/2008,17,510
07/08/2008,18,510
07/08/2008,19,511
07/08/2008,20,513
07/08/2008,21,515
07/08/2008,22,517
07/08/2008,23,519
07/09/2008,0,522
07/09/2008,1,525
07/09/2008,2,527
07/09/2008,3,528
07/09/2008,4,528
07/09/2008,5,528
07/09/2008,6,528
07/09/2008,7,529
07/09/2008,8,529
07/09/2008,9,530
07/09/2008,10,530
07/09/2008,11,529
07/09/2008,12,528
07/09/2008,13,527
07/09/2008,14,526
07/09/2008,15,525
07/09/2008,16,524
07/09/2008,17,523
07/09/2008,18,521
07/09/2008,19,519
07/09/2008,20,519
07/09/2008,21,520
07/09/2008,22,520
07/09/2008,23,520
07/10/2008,0,520
07/10/2008,1,520
07/10/2008,2,520
07/10/2008,3,520
07/10/2008,4,519
07/10/2008,5,518
07/10/2008,6,516
07/10/2008,7,514
07/10/2008,8,512
07/10/2008,9,509
07/10/2008,10,506
07/10/2008,11,504
07/10/2008,12,502
07/10/2008,13,500
07/10/2008,14,497
07/10/2008,15,493
07/10/2008,16,490
07/10/2008,17,487
07/10/2008,18,484
07/10/2008,19,481
07/10/2008,20,479
07/10/2008,21,477
07/10/2008,22,475
07/10/2008,23,472
07/11/2008,0,470
07/11/2008,1,468
07/11/2008,2,466
07/11/2008,3,463
07/11/2008,4,460
07/11/2008,5,457
07/11/2008,6,455
07/11/2008,7,453
07/11/2008,8,451
07/11/2008,9,449
07/11/2008,10,447
07/11/2008,11,445
07/11/2008,12,443
07/11/2008,13,442
07/11/2008,14,440
07/11/2008,15,438
07/11/2008,16,436
07/11/2008,17,434
07/11/2008,18,432
07/11/2008,19,430
07/11/2008,20,429
07/11/2008,21,428
07/11/2008,22,427
07/11/2008,23,426
07/12/2008,0,424
07/12/2008,1,422
07/12/2008,2,420
07/12/2008,3,418
07/12/2008,4,416
07/12/2008,5,415
07/12/2008,6,414
07/12/2008,7,412
07/12/2008,8,411
07/12/2008,9,410
07/12/2008,10,410
07/12/2008,11,410
07/12/2008,12,410
07/12/2008,13,410
07/12/2008,14,410
07/12/2008,15,410
07/12/2008,16,410
07/12/2008,17,411
07/12/2008,18,412
07/12/2008,19,412
07/12/2008,20,412
07/12/2008,21,412
07/12/2008,22,412
07/12/2008,23,411
7/13/2008,0,410.5
7/13/2008,1,410
7/13/2008,2,410
7/13/2008,3,409
7/13/2008,4,408
7/13/2008,5,407
7/13/2008,6,406
7/13/2008,7,405
7/13/2008,8,404
7/13/2008,9,403
7/13/2008,10,403
7/13/2008,11,403
7/13/2008,12,403
7/13/2008,13,403
7/13/2008,14,403
7/13/2008,15,405
7/13/2008,16,406
7/13/2008,17,407
7/13/2008,18,408
7/13/2008,19,409
7/13/2008,20,410
7/13/2008,21,410
7/13/2008,22,410
7/13/2008,23,409
7/14/2008,0,408
7/14/2008,1,407
7/14/2008,2,406
7/14/2008,3,405
7/14/2008,4,403
7/14/2008,5,401
7/14/2008,6,400
7/14/2008,7,399
7/14/2008,8,398
7/14/2008,9,397
7/14/2008,10,397
7/14/2008,11,397
7/14/2008,12,397
7/14/2008,13,397
7/14/2008,14,398
7/14/2008,15,400
7/14/2008,16,402
7/14/2008,17,403
7/14/2008,18,405
7/14/2008,19,406
7/14/2008,20,408
7/14/2008,21,409
7/14/2008,22,410
7/14/2008,23,410
7/15/2008,0,409.5
7/15/2008,1,409
7/15/2008,2,408
7/15/2008,3,406
7/15/2008,4,404
7/15/2008,5,402
7/15/2008,6,400
7/15/2008,7,399
7/15/2008,8,398
7/15/2008,9,397
7/15/2008,10,396
7/15/2008,11,396
7/15/2008,12,396
7/15/2008,13,395
7/15/2008,14,396
7/15/2008,15,397
7/15/2008,16,398
7/15/2008,17,401
7/15/2008,18,403
7/15/2008,19,405
7/15/2008,20,406
7/15/2008,21,407
7/15/2008,22,408
7/15/2008,23,409
7/16/2008,0,408
7/16/2008,1,407
7/16/2008,2,406
7/16/2008,3,405
7/16/2008,4,404
7/16/2008,5,403
7/16/2008,6,402
7/16/2008,7,401
7/16/2008,8,400
7/16/2008,9,399
7/16/2008,10,398
7/16/2008,11,397
7/16/2008,12,396
7/16/2008,13,395
7/16/2008,14,395
7/16/2008,15,396
7/16/2008,16,399
7/16/2008,17,401
7/16/2008,18,403
7/16/2008,19,405
7/16/2008,20,407
7/16/2008,21,409
7/16/2008,22,410
7/16/2008,23,411
7/17/2008,0,411
7/17/2008,1,411
7/17/2008,2,410
7/17/2008,3,409
7/17/2008,4,408
7/17/2008,5,407
7/17/2008,6,407
7/17/2008,7,407
7/17/2008,8,407
7/17/2008,9,406
7/17/2008,10,406
7/17/2008,11,406
7/17/2008,12,406
7/17/2008,13,407
7/17/2008,14,408
7/17/2008,15,410
7/17/2008,16,413
7/17/2008,17,416
7/17/2008,18,419
7/17/2008,19,422
7/17/2008,20,425
7/17/2008,21,427
7/17/2008,22,429
7/17/2008,23,431
7/18/2008,0,432.5
7/18/2008,1,434
7/18/2008,2,435
7/18/2008,3,436
7/18/2008,4,437
7/18/2008,5,437
7/18/2008,6,438
7/18/2008,7,439
7/18/2008,8,439
7/18/2008,9,440
7/18/2008,10,441
7/18/2008,11,442
7/18/2008,12,443
7/18/2008,13,444
7/18/2008,14,446
7/18/2008,15,448
7/18/2008,16,451
7/18/2008,17,456
7/18/2008,18,461
7/18/2008,19,465
7/18/2008,20,470
7/18/2008,21,474
7/18/2008,22,478
7/18/2008,23,481
7/19/2008,0,483.5
7/19/2008,1,486
7/19/2008,2,488
7/19/2008,3,489
7/19/2008,4,490
7/19/2008,5,490
7/19/2008,6,491
7/19/2008,7,491
7/19/2008,8,491
7/19/2008,9,491
7/19/2008,10,491
7/19/2008,11,491
7/19/2008,12,491
7/19/2008,13,491
7/19/2008,14,491
7/19/2008,15,491
7/19/2008,16,492
7/19/2008,17,494
7/19/2008,18,497
7/19/2008,19,500
7/19/2008,20,503
7/19/2008,21,506
7/19/2008,22,509
7/19/2008,23,511
7/20/2008,0,512
7/20/2008,1,513
7/20/2008,2,513
7/20/2008,3,513
7/20/2008,4,512
7/20/2008,5,511
7/20/2008,6,510
7/20/2008,7,509
7/20/2008,8,507
7/20/2008,9,506
7/20/2008,10,505
7/20/2008,11,504
7/20/2008,12,503
7/20/2008,13,502
7/20/2008,14,502
7/20/2008,15,502
7/20/2008,16,502
7/20/2008,17,502
7/20/2008,18,503
7/20/2008,19,505
7/20/2008,20,507
7/20/2008,21,508
7/20/2008,22,509
7/20/2008,23,510
7/21/2008,0,511
7/21/2008,1,512
7/21/2008,2,512
7/21/2008,3,511
7/21/2008,4,510
7/21/2008,5,509
7/21/2008,6,508
7/21/2008,7,507
7/21/2008,8,506
7/21/2008,9,506
7/21/2008,10,506
7/21/2008,11,505
7/21/2008,12,503
7/21/2008,13,501
7/21/2008,14,500
7/21/2008,15,500
7/21/2008,16,499
7/21/2008,17,499
7/21/2008,18,500
7/21/2008,19,502
7/21/2008,20,504
7/21/2008,21,505
7/21/2008,22,506
7/21/2008,23,507
7/22/2008,0,508.5
7/22/2008,1,510
7/22/2008,2,511
7/22/2008,3,511
7/22/2008,4,511
7/22/2008,5,511
7/22/2008,6,510
7/22/2008,7,509
7/22/2008,8,508
7/22/2008,9,506
