Name Author,About,Genres,Url author,Images Url,BirthDate,DeathDate,avgRating,reviewsCount,RatingsCount,Influences
Carolyn Cutler Hughes,,,https://www.goodreads.com/author/show/17048012.Carolyn_Cutler_Hughes,https://images.gr-assets.com/authors/1660073522p5/17048012.jpg,,,4.37,161,827,
Carolyn Jessop,"Carolyn Jessop is a former Fundamentalist Church of Jesus Christ of Latter Day Saints member who wrote Escape, an autobiographical account of her upbringing in the polygamist sect and later flight from that community.She is the cousin, by marriage, of Flora Jessop, another former FLDS member and advocate for abused children. Carolyn Jessop now lives in the Salt Lake City area with her children.As of July 2010, Carolyn is engaged to Brian Moroney, who asked her to be his wife in front of her children who are very excited. After accepting Brian's proposal Carolyn quoted on her Facebook page ""Choice is a beautiful thing!"" Carolyn Jessop is a former Fundamentalist Church of Jesus Christ of Latter Day Saints member who wrote Escape, an autobiographical account of her upbringing in the polygamist sect and later flight from that community.She is the cousin, by marriage, of Flora Jessop, another former FLDS member and advocate for abused children. Carolyn Jessop now lives in the Salt Lake City area with her children.As of July 2010, Carolyn is engaged to Brian Moroney, who asked her to be his wife in front of her children who are very excited. After accepting Brian's proposal Carolyn quoted on her Facebook page ""Choice is a beautiful thing!"" ...more","Religion, Crime, Biographies & Memoirs",https://www.goodreads.com/author/show/427437.Carolyn_Jessop,https://images.gr-assets.com/authors/1290116694p5/427437.jpg,01/01/1968 0:00,,3.96,5388,49458,
Carolyn Keene,"Carolyn Keene is a writer pen name that was used by many different people- both men and women- over the years. The company that was the creator of the Nancy Drew series, the Stratemeyer Syndicate, hired a variety of writers. For Nancy Drew, the writers used the pseudonym Carolyn Keene to assure anonymity of the creator.Edna and Harriet Stratemeyer inherited the company from their father Edward Stratemeyer. Edna contributed 10 plot outlines before passing the reins to her sister Harriet. It was Mildred Benson (aka: Mildred A. Wirt), who breathed such a feisty spirit into Nancy's character. Mildred wrote 23 of the original 30 Nancy Drew Mystery Stories®, including the first three. It was her characterization that helped make Nancy an instant Carolyn Keene is a writer pen name that was used by many different people- both men and women- over the years. The company that was the creator of the Nancy Drew series, the Stratemeyer Syndicate, hired a variety of writers. For Nancy Drew, the writers used the pseudonym Carolyn Keene to assure anonymity of the creator.Edna and Harriet Stratemeyer inherited the company from their father Edward Stratemeyer. Edna contributed 10 plot outlines before passing the reins to her sister Harriet. It was Mildred Benson (aka: Mildred A. Wirt), who breathed such a feisty spirit into Nancy's character. Mildred wrote 23 of the original 30 Nancy Drew Mystery Stories®, including the first three. It was her characterization that helped make Nancy an instant hit. The Stratemeyer Syndicate's devotion to the series over the years under the reins of Harriet Stratemeyer Adams helped to keep the series alive and on store shelves for each succeeding generation of girls and boys. In 1959, Harriet, along with several writers, began a 25-year project to revise the earlier Carolyn Keene novels. The Nancy Drew books were condensed, racial stereotypes were removed, and the language was updated. In a few cases, outdated plots were completely rewritten.Other writers of Nancy Drew volumes include Harriet herself, she wrote most of the series after Mildred quit writing for the Syndicate and in 1959 began a revision of the first 34 texts. The role of the writer of ""Carolyn Keene"" passed temporarily to Walter Karig who wrote three novels during the Great Depression. Also contributing to Nancy Drew's prolific existence were Leslie McFarlane, James Duncan Lawrence, Nancy Axelrod, Priscilla Doll, Charles Strong, Alma Sasse, Wilhelmina Rankin, George Waller Jr., and Margaret Scherf. ...more","Children's Books, Young Adult, Mystery & Thrillers",https://www.goodreads.com/author/show/6001.Carolyn_Keene,,,,3.92,32493,781978,
Carolyn M. Bowen,"CAROLYN BOWEN is a mystery author who calls on her life escapades and an adventurous, imaginative spirit to inspire and entertain. Bowen uses travel as a muse to explore cultures and dialogue to bring her stories to life. Her writing credits include Cross-Ties, a romantic adventure; The Long Road Home, a contemporary crime fiction mystery; The Sydney Jones Mysteries, and The Family Legacy Series.","Mystery, Fiction, Romance",https://www.goodreads.com/author/show/15604437.Carolyn_M_Bowen,https://images.gr-assets.com/authors/1592000122p5/15604437.jpg,,,4.33,128,1687,
Carrie Brownstein,"Carrie Rachel Brownstein (born September 27, 1974) is an American musician, writer, and actress. She first came to prominence as a member of the band Excuse 17 before forming the punk-indie trio Sleater-Kinney. During a long hiatus from Sleater-Kinney she formed the group Wild Flag. During this period, Brownstein wrote and appeared in a series of comedy sketches with Fred Armisen which were then developed into Emmy and Peabody Award-winning satirical comedy TV series Portlandia. Sleater-Kinney has since reunited and Brownstein is touring with the band as well as in support of her new memoir during 2015.(from Wikipedia)",,https://www.goodreads.com/author/show/1026791.Carrie_Brownstein,https://images.gr-assets.com/authors/1450388232p5/1026791.jpg,27/09/1974 0:00,,3.83,3423,37618,
Carrie Fisher,"Carrie Fisher was an American actress, screenwriter and author, most famous for her portrayal of Princess Leia in the original Star Wars trilogy. Fisher was the daughter of singer  Eddie Fisher and actress  Debbie Reynolds. She had one daughter, Billie Lourd (b. 1992). Her final film, Star Wars: The Last Jedi, was released on December 15, 2017 and is dedicated to her. Carrie Fisher was an American actress, screenwriter and author, most famous for her portrayal of Princess Leia in the original Star Wars trilogy. Fisher was the daughter of singer  Eddie Fisher and actress  Debbie Reynolds. She had one daughter, Billie Lourd (b. 1992). Her final film, Star Wars: The Last Jedi, was released on December 15, 2017 and is dedicated to her. ...more","Literature & Fiction, Biographies & Memoirs, Humor",https://www.goodreads.com/author/show/90150.Carrie_Fisher,https://i.ytimg.com/vi/JUi3twmOdyE/mqdefault.jpg,21/10/1956 0:00,27/12/2016 0:00,3.74,22889,210831,
Carrie Hope Fletcher,"Carrie Hope Fletcher is an English actress, author and singer-songwriter. She played Eponine in the West End production of Les Miserables at the Queen's Theatre until February 13th 2016. She is the first actress to have played both young Eponine and older Eponine. In 2019, she returned to Les Miserables as Fantine.Fletcher played Truly Scrumptious in the UK touring production of Chitty Chitty Bang Bang, and Wednesday Addams in the UK touring production of The Addams Family. She then starred as Veronica Sawyer in the UK production of Heathers: The Musical. Her debut book, All I Know Now: Wonderings and Reflections on Growing Up Gracefully was published in May 2015. Her first fiction novel, On the Other Side was published in July 2016 Carrie Hope Fletcher is an English actress, author and singer-songwriter. She played Eponine in the West End production of Les Miserables at the Queen's Theatre until February 13th 2016. She is the first actress to have played both young Eponine and older Eponine. In 2019, she returned to Les Miserables as Fantine.Fletcher played Truly Scrumptious in the UK touring production of Chitty Chitty Bang Bang, and Wednesday Addams in the UK touring production of The Addams Family. She then starred as Veronica Sawyer in the UK production of Heathers: The Musical. Her debut book, All I Know Now: Wonderings and Reflections on Growing Up Gracefully was published in May 2015. Her first fiction novel, On the Other Side was published in July 2016.Fletcher is well known for her YouTube channel where she shares videos about her life and her work as an actress and author. ...more","Fiction, Romance, Nonfiction",https://www.goodreads.com/author/show/7920918.Carrie_Hope_Fletcher,https://images.gr-assets.com/authors/1400951114p5/7920918.jpg,22/10/1992 0:00,,3.72,5345,36316,
Carrie Jones,"***SO MANY APOLOGIES***I had been unable to get into my Goodreads account for years. If you have friended me, I have just friended you back (July 2021). If you have messaged me, I'm going to be working through those in the upcoming weeks. Thank you all for reaching out and I'm so sorry. Now onto the regularly scheduled bio: Carrie Jones likes Skinny Cow fudgsicles and potatoes. She does not know how to spell fudgsicles. This has not prevented her from writing books. She lives with her cute family in Maine, but she grew up in Bedford, NH where she once had a séance with cool uber-comedian Sarah Silverman.The Meyers brothers are from Bedford, too, so you’d think it would make Carrie funnier, coming from Bedford N.H. Obviously, something didn’ ***SO MANY APOLOGIES***I had been unable to get into my Goodreads account for years. If you have friended me, I have just friended you back (July 2021). If you have messaged me, I'm going to be working through those in the upcoming weeks. Thank you all for reaching out and I'm so sorry. Now onto the regularly scheduled bio: Carrie Jones likes Skinny Cow fudgsicles and potatoes. She does not know how to spell fudgsicles. This has not prevented her from writing books. She lives with her cute family in Maine, but she grew up in Bedford, NH where she once had a séance with cool uber-comedian Sarah Silverman.The Meyers brothers are from Bedford, too, so you’d think it would make Carrie funnier, coming from Bedford N.H. Obviously, something didn’t work.Carrie has always liked cowboy hats but has never owned one. This is a very wrong thing. She graduated from Vermont College’s MFA program for writing. She has edited newspapers and poetry journals and has recently won awards from the Maine Press Association and also been awarded the Martin Dibner Fellowship as well as a Maine Literary Award.Here’s the lowdown about Carrie… 1. Carrie can not drink coffee. It makes her insane. Do not give her caffeine. 2. Carrie is very responsive to loving strokes on the hair, kind of like a puppy. However, do not do this without asking first unless you are a ridiculously handsome man or an editor who is about to offer her a trillion dollars for the first draft of her novel. 3. Carrie is secretly really, really shy even though she’s pathetically outgoing in person. She has a very hard time calling people. So, if you want to talk to her, make the first move. And, if you’re her in-Maine female best friend, Jennifer, do NOT get mad at her because she is so bad at returning emails. 4. Carrie sometimes wears mismatched socks, if you do not think this is cool, do not tell her. You will hurt her feelings. 5. Carrie really, really wants you to like her books. Please like her books. PLEEEAASSSEEEE. She’ll be your best friend forever. That is, if you want a friend who is shy about calling and emailing and who wears mismatched socks and can’t drink caffeine and likes being pet on the head. Hhmmm…. 6. Carrie is not above begging. 7. Carrie, like Belle in TIPS ON HAVING A GAY (ex) BOYFRIEND drinks Postum. It’s for the same reason, too. 8. Carrie loves Great Pyrenees dogs. They are huge and white, and furry and it looks like they have white eyeliner and mascara on, which is way too cute. Do you have one? Send a picture! 9. Carrie lives in Maine. She has a hard time with this in the winter. It is bleak in Maine in the winter. Imagine everything shades of gray and brown and no green anywhere except for in people’s noses. This is Maine in Winter. Maine in summer is the best place in the world, so it’s a trade-off. Feel free to invite Carrie to your house in the winter, but not if it’s in Greenland, Canada, or anywhere north of Florida. 10. Forget that. She’d still probably come. ...more","Children's Books, Young Adult, Nonfiction",https://www.goodreads.com/author/show/345630.Carrie_Jones,https://images.gr-assets.com/authors/1233874092p5/345630.jpg,0001-12-13 00:00:00,,3.87,8802,162563,
Carrie Ryan,"Carrie Ryan is the New York Times bestselling author of a lot of books. She use to be a lawyer. Happily, she is not anymore. You can keep it that way by reading her books:Latest release (out Aug 2, 2022), perfects for fans of thrillers, serial killers, missing girls, mysteries, unputdownable books:  Trapper RoadIf you like zombies, try the  Forest of Hands and Teeth series.If you like clever, fun adventure fantasy for 8-12 year olds, definitely read the  Map To Everywhere series (co-written with her husband, John Parke Davis).If you like cold calculated revenge involving hidden identities and lots of secrets:  Daughter of Deep Silence.If you or your kids like multi-author, multi-platform series like 39 Clues and Spirit Animals, try  Infinit Carrie Ryan is the New York Times bestselling author of a lot of books. She use to be a lawyer. Happily, she is not anymore. You can keep it that way by reading her books:Latest release (out Aug 2, 2022), perfects for fans of thrillers, serial killers, missing girls, mysteries, unputdownable books:  Trapper RoadIf you like zombies, try the  Forest of Hands and Teeth series.If you like clever, fun adventure fantasy for 8-12 year olds, definitely read the  Map To Everywhere series (co-written with her husband, John Parke Davis).If you like cold calculated revenge involving hidden identities and lots of secrets:  Daughter of Deep Silence.If you or your kids like multi-author, multi-platform series like 39 Clues and Spirit Animals, try  Infinity Ring: Divide and Conquer -- it's produced by the same publisher (and has vikings and true history!)If you like true-crime stuff (both fiction and podcasts), check out her upcoming release,  Dead Air, a serialized thriller co-written with  Gwenda Bond and  Rachel Caine.If you're pretty sure you won't survive the zombie apocalypse, you're in good company. She won't either.instagram: @CarrieRyanWritestwitter: @CarrieRyanwebsite: www.CarrieRyan.com ...more","Children's, Young Adult, Thriller",https://www.goodreads.com/author/show/1443712.Carrie_Ryan,https://images.gr-assets.com/authors/1432248916p5/1443712.jpg,,,3.81,22539,210042,
Carrie Salo,"BiographyCarrie Salo is a dark storyteller and award-winning author of supernatural thrillers. Classically trained at an Ivy League university, she studied the works of master storytellers seven stories underground in the muffled heart of one of the world 's largest libraries.Carrie seeks to wield unrelenting suspense in her own exploration of all things (especially true things) that keep us awake at night. She has written under the guidance of two bestselling and national prize-winning authors. Her extensive travels have taken her to many haunted places, including the private catacombs of the Vatican. The Sounding is Carrie's debut novel.Carrie enjoys the smell of old books, New York riesling, late night jogging and thunderstorms, though n BiographyCarrie Salo is a dark storyteller and award-winning author of supernatural thrillers. Classically trained at an Ivy League university, she studied the works of master storytellers seven stories underground in the muffled heart of one of the world 's largest libraries.Carrie seeks to wield unrelenting suspense in her own exploration of all things (especially true things) that keep us awake at night. She has written under the guidance of two bestselling and national prize-winning authors. Her extensive travels have taken her to many haunted places, including the private catacombs of the Vatican. The Sounding is Carrie's debut novel.Carrie enjoys the smell of old books, New York riesling, late night jogging and thunderstorms, though not in that order. Storytelling is Carrie's secret life. While she looks into all the dark corners by night, by day she is an advertising copywriter. ...more","History, Horror, Mystery & Thrillers",https://www.goodreads.com/author/show/5314499.Carrie_Salo,https://images.gr-assets.com/authors/1347388349p5/5314499.jpg,,,4.08,42,155,"Lincoln , Lincoln Child, Douglas Preston, Stephen King, Michael Crichton, Dean Koontz"
Carrie Vaughn,"Carrie Vaughn is the author more than twenty novels and over a hundred short stories. She's best known for her New York Times bestselling series of novels about a werewolf named Kitty who hosts a talk radio advice show for the supernaturally disadvantaged. In 2018, she won the Philip K. Dick Award for Bannerless, a post-apocalyptic murder mystery. She's published over 20 novels and 100 short stories, two of which have been finalists for the Hugo Award. She's a contributor to the Wild Cards series of shared world superhero books edited by George R. R. Martin and a graduate of the Odyssey Fantasy Writing Workshop.An Air Force brat, she survived her nomadic childhood and managed to put down roots in Boulder, Colorado, where she collects hobbie Carrie Vaughn is the author more than twenty novels and over a hundred short stories. She's best known for her New York Times bestselling series of novels about a werewolf named Kitty who hosts a talk radio advice show for the supernaturally disadvantaged. In 2018, she won the Philip K. Dick Award for Bannerless, a post-apocalyptic murder mystery. She's published over 20 novels and 100 short stories, two of which have been finalists for the Hugo Award. She's a contributor to the Wild Cards series of shared world superhero books edited by George R. R. Martin and a graduate of the Odyssey Fantasy Writing Workshop.An Air Force brat, she survived her nomadic childhood and managed to put down roots in Boulder, Colorado, where she collects hobbies.Visit her at www.carrievaughn.comFor writing advice and essays, check out her Patreon: https://www.patreon.com/carrievaughn ...more","Science Fiction & Fantasy, Mystery & Thrillers, Romance",https://www.goodreads.com/author/show/8988.Carrie_Vaughn,https://images.gr-assets.com/authors/1644688018p5/8988.jpg,,,3.84,24945,305805,
Carson McCullers,"Fiction of American writer Carson Smith McCullers explores the spiritual isolation of misfits and outcasts of the South; her novels include The Heart Is a Lonely Hunter (1940) and The Member of the Wedding (1946).She from 1935 to 1937 divided her time, as her studies and health dictated, between Columbus and New York and in September 1937 married Reeves McCullers, an ex-soldier and aspiring writer. Reeves found some work at Charlotte, North Carolina, where they began their married life. In Fayetteville, North Carolina, she at 23 years of age wrote The Heart Is a Lonely Hunter in the southern gothic tradition. Editor of McCullers suggested the title, taken from ""The Lonely Hunter,"" poem of Fiona MacLeod. Carson McCullers and many Fiction of American writer Carson Smith McCullers explores the spiritual isolation of misfits and outcasts of the South; her novels include The Heart Is a Lonely Hunter (1940) and The Member of the Wedding (1946).She from 1935 to 1937 divided her time, as her studies and health dictated, between Columbus and New York and in September 1937 married Reeves McCullers, an ex-soldier and aspiring writer. Reeves found some work at Charlotte, North Carolina, where they began their married life. In Fayetteville, North Carolina, she at 23 years of age wrote The Heart Is a Lonely Hunter in the southern gothic tradition. Editor of McCullers suggested the title, taken from ""The Lonely Hunter,"" poem of Fiona MacLeod. Carson McCullers and many other persons, however, claim that she wrote in the style of southern realism, a genre that Russian realism inspired. People interpreted the novel as an anti-fascist book. Altogether, she published eight books. People best know Reflections in a Golden Eye (1941). The novella The Ballad of the Sad Cafe (1951) also depicts loneliness and the pain of unrequited love. Yaddo in Saratoga, New York, graduated her, an alumna. People filmed The Heart Is a Lonely Hunter in 1968 with Alan Arkin in the lead role. John Huston directed Reflections in a Golden Eye (1967), starring Marlon Brando and Elizabeth Taylor. People shot some of the film in city of New York and on Long Island, where the Army permitted Huston to use an abandoned installation. People filmed many of the interiors and some of the exteriors in Italy. ""I first met Carson McCullers during the war when I was visiting Paulette Goddard and Burgess Meredith in upstate New York,"" said Huston in An Open Book (1980). ""Carson lived nearby, and one day when Buzz and I were out for a walk she hailed us from her doorway. She was then in her early twenties, and had already suffered the first of a series of strokes. I remember her as a fragile thing with great shining eyes, and a tremor in her hand as she placed it in mine. It wasn't palsy, rather a quiver of animal timidity. But there was nothing timid or frail about the manner in which Carson McCullers faced life. And as her afflictions multiplied, she only grew stronger."" After lifelong health problems, including severe alcoholism, McCullers died of brain hemorrhage. ...more","Fiction, Poetry, Tragicomedy",https://www.goodreads.com/author/show/3506.Carson_McCullers,https://images.gr-assets.com/authors/1335451237p5/3506.jpg,19/02/1917 0:00,29/09/1967 0:00,3.94,14500,172745,"Fyodor Dostoyevsky, Tennessee Williams, Anton Chekhov"
Cary Elwes,"Cary Elwes is a celebrated English actor who starred in The Princess Bride before moving on to roles in Robin Hood: Men in Tights, Glory, Days of Thunder, Twister, and Saw, among many other acclaimed performances. He will always be indebted to The Princess Bride, he says, for changing his life and giving him a career that has spanned decades. He lives in Hollywood, California, with his family.",,https://www.goodreads.com/author/show/4490863.Cary_Elwes,https://images.gr-assets.com/authors/1411426363p5/4490863.jpg,,,4.16,10834,67784,
Casey McQuiston,"Casey McQuiston is a #1 New York Times bestselling author of romantic comedies, whose writing has appeared in The New York Times, The Washington Post, and Bon Appetit. Originally from southern Louisiana, Casey now lives in New York City.",,https://www.goodreads.com/author/show/17949486.Casey_McQuiston,https://images.gr-assets.com/authors/1608160367p5/17949486.jpg,,,4.04,172187,1358994,
Cassandra Clare,"Cassandra Clare was born to American parents in Tehran, Iran and spent much of her childhood travelling the world with her family, including one trek through the Himalayas as a toddler where she spent a month living in her father’s backpack. She lived in France, England and Switzerland before she was ten years old.Since her family moved around so much she found familiarity in books and went everywhere with a book under her arm. She spent her high school years in Los Angeles where she used to write stories to amuse her classmates, including an epic novel called “The Beautiful Cassandra” based on a Jane Austen short story of the same name (and which later inspired her current pen name).After college, Cassie lived in Los Angeles and New York w Cassandra Clare was born to American parents in Tehran, Iran and spent much of her childhood travelling the world with her family, including one trek through the Himalayas as a toddler where she spent a month living in her father’s backpack. She lived in France, England and Switzerland before she was ten years old.Since her family moved around so much she found familiarity in books and went everywhere with a book under her arm. She spent her high school years in Los Angeles where she used to write stories to amuse her classmates, including an epic novel called “The Beautiful Cassandra” based on a Jane Austen short story of the same name (and which later inspired her current pen name).After college, Cassie lived in Los Angeles and New York where she worked at various entertainment magazines and even some rather suspect tabloids where she reported on Brad and Angelina’s world travels and Britney Spears’ wardrobe malfunctions. She started working on her YA novel, City of Bones, in 2004, inspired by the urban landscape of Manhattan, her favourite city. She turned to writing fantasy fiction full time in 2006 and hopes never to have to write about Paris Hilton again.Cassie’s first professional writing sale was a short story called “The Girl’s Guide to Defeating the Dark Lord” in a Baen anthology of humor fantasy. Cassie hates working at home alone because she always gets distracted by reality TV shows and the antics of her cats, so she usually sets out to write in local coffee shops and restaurants. She likes to work in the company of her friends, who see that she sticks to her deadlines.City of Bones was her first novel. Sword Catcher is her most recent novel. ...more",Science Fiction & Fantasy,https://www.goodreads.com/author/show/150038.Cassandra_Clare,https://images.gr-assets.com/authors/1689347318p5/150038.jpg,,,4.22,540270,9181550,
Cassandra Rose Clarke,"Cassandra Rose Clarke is a speculative fiction writer living amongst the beige stucco and overgrown pecan trees of Houston, Texas. She graduated in 2006 from The University of St. Thomas with a bachelor’s degree in English, and in 2008 she completed her master’s degree in creative writing at The University of Texas at Austin. Both of these degrees have served her surprisingly well.During the summer of 2010, she attended the Clarion West Writers Workshop in Seattle, where she enjoyed sixty-degree summer days. Having been born and raised in Texas, this was something of a big deal. She was also a recipient of the 2010 Susan C. Petrey Clarion Scholarship Fund.","Science Fiction & Fantasy, Young Adult",https://www.goodreads.com/author/show/5331983.Cassandra_Rose_Clarke,https://images.gr-assets.com/authors/1335470053p5/5331983.jpg,,,3.72,5591,41267,"Garcia Marquez Gabriel, Kar-Wai Wong, Francesca Lia Block, Kelly Link, Aimee Bender"
Cat Clarke,"Cat was born in Zambia and brought up in Edinburgh and Yorkshire, which has given her an accent that tends to confuse people. Cat has written non-fiction books about exciting things like cowboys, sharks and pirates, and now writes YA novels. She lives in Edinburgh with a couple of cats, Jem and Scout, who spend their days plotting to spit up furballs at the most inconvenient times. She likes cheese A LOT, especially baked camembert.","Children's Books, Young Adult",https://www.goodreads.com/author/show/4118351.Cat_Clarke,https://images.gr-assets.com/authors/1281376040p5/4118351.jpg,,,3.84,3725,27021,"Laurie Halse Anderson, Christopher Pike"
Cat Patrick,"Cat Patrick is the author of middle grade books Tornado Brain and Paper Heart, as well as young adult books Forgotten, Revived, The Originals, and, with Suzanne Young, Just Like Fate. Find her online at www.catpatrick.com. Cat Patrick is the author of middle grade books Tornado Brain and Paper Heart, as well as young adult books Forgotten, Revived, The Originals, and, with Suzanne Young, Just Like Fate. Find her online at www.catpatrick.com. ...more","Children's, Young Adult",https://www.goodreads.com/author/show/4254441.Cat_Patrick,https://images.gr-assets.com/authors/1571693290p5/4254441.jpg,,,3.8,5016,38063,
Cate Tiernan,"""was born in New Orleans, LA, in 1961. New Orleans is one of the most interesting American cities, and it has an incredibly rich and exotic culture that had a profound influence on me. Kids in other cities have lemonade stands; we sold voodoo gris-gris and made wax dolls in the likenesses of our enemies. It's a very beautiful city, and the constant heat and humidity make gardens grow out of control. There's an air of lassitude there, a general acceptance of eccentic or flamboyant behavior--the heat simply makes people do crazy things.I went to school in New York, and after school went back to New Orleans. Then I went back to New York (Manhattan) and got a job in publishing and started writing. My first book, a young, middle-grade chapter bo ""was born in New Orleans, LA, in 1961. New Orleans is one of the most interesting American cities, and it has an incredibly rich and exotic culture that had a profound influence on me. Kids in other cities have lemonade stands; we sold voodoo gris-gris and made wax dolls in the likenesses of our enemies. It's a very beautiful city, and the constant heat and humidity make gardens grow out of control. There's an air of lassitude there, a general acceptance of eccentic or flamboyant behavior--the heat simply makes people do crazy things.I went to school in New York, and after school went back to New Orleans. Then I went back to New York (Manhattan) and got a job in publishing and started writing. My first book, a young, middle-grade chapter book, was published in 1990.Living in Manhattan was incredible, even though I didn't have a lot of money. There was so much to do and see, and so many interesting people to watch. There was a lot of frenetic energy there, and sometimes that felt very wearing and hard to live with. After eight years I was ready for a change, and my husband and I moved back to New Orleans. (Are you seeing a pattern here?)(While I was in NY, I helped edit ""The Secret Circle"" by L.J. Smith. I thought it was great.)We stayed in New Orleans five years. By the time we had two small children we knew we had to find someplace safer to live. I was glad my children were born in New Orleans--I had been born there, and my father had, and his father had, and his father had and so on. There was something about the connection of generations of blood coming from one place that I found very primal and important.Now I live in a cohousing community in Durham, NC. This is the most suburban place I've ever lived, and it's very different from living right in the middle of a city. For one thing, there aren't enough coffee shops. However, it's incredibly safe, and the community is very important to me. There are a lot of strong women here, and I find them inspiring.Am I a witch? Well, no. Even Wicca is too organized a religion for me. I'm much more idiosyncratic and just need to do my own thing, which is kind of new-agey and pantheistic. It's not that I don't work or play well with others, but I need to decide for myself when I do a certain thing, and how I do it. However, I can really relate to Wicca, and I so appreciate its woman-centeredness and its essentially female identity. I love those aspects, among others.I have several favorite writers. Barbara Hambly has been the biggest influence on how I describe magic. She's an incredibly imaginative and empathetic writer with a gift for creating a rich, sensual world. I love Barbara Pym, an English writer whose books came out mostly in the fifties. She was a master at describing the thousand tiny moments that make up a woman's day; how the seemingly small and inconsequential thing can suddenly take on a huge emotional importance. I greatly admire P.D. James. She's one of the very few writers who makes me actually look up words in the dictionary. She has a beautiful, precise, educated command of the language that leaves me in awe. I love Philip Larkin's poetry. I read a lot of nonfiction and also have some favorite romance writers. Before anyone groans, let me say that these women write really well about women trying to achieve emotional fulfillment, and that's kind of what we're all doing, right? I also just like reading about sex. Anyway, Jennifer Crusie, Susan Elizabeth Phillips, and early Linda Howard are my faves.And then of course there's my dark side, but more on that later."" -SourceCate Tiernan is a pseudonym for Gabrielle Charbonnet ...more","Paranormal, Young Adult, Fantasy",https://www.goodreads.com/author/show/191456.Cate_Tiernan,https://images.gr-assets.com/authors/1224300007p5/191456.jpg,24/07/1961 0:00,,4.14,10339,249967,
Cath Crowley,"Author of Words in Deep Blue, A Little Wanting Song (Chasing Charlie Duskin), Graffiti Moon and the Gracie series. Take Three Girls, a collaboration with Simmone Howell and Fiona Wood, is out in September 2017.","Children's Books, Young Adult, Romance",https://www.goodreads.com/author/show/1348627.Cath_Crowley,https://images.gr-assets.com/authors/1499222056p5/1348627.jpg,,,3.94,9174,63839,"Helen Garner, Leonard Cohen, Jeffrey Eugenides"
Catherine Anderson,"Librarian Note: There is more than one author in the GoodReads database with this name. See this thread for more information.(1)romance author:Adeline Catherine was born and raised in Grants Pass, Oregon, USA. She always yearned to be a writer like her mother. The morning that one of her professors asked if she could use samples of Catherine’s creative writing on an overhead projector to teach was a dream come true. In 1988, she sold her first book to Harlequin Intrigue and went on to write three more before she tried her hand at a single-title historical romance. Nine books later, she did her first single-title contemporary.Catherine married Sidney D. Anderson, an industrial electrician and entrepreneur. They had two sons, Sidney D. Jr. an Librarian Note: There is more than one author in the GoodReads database with this name. See this thread for more information.(1)romance author:Adeline Catherine was born and raised in Grants Pass, Oregon, USA. She always yearned to be a writer like her mother. The morning that one of her professors asked if she could use samples of Catherine’s creative writing on an overhead projector to teach was a dream come true. In 1988, she sold her first book to Harlequin Intrigue and went on to write three more before she tried her hand at a single-title historical romance. Nine books later, she did her first single-title contemporary.Catherine married Sidney D. Anderson, an industrial electrician and entrepreneur. They had two sons, Sidney D. Jr. and John G. In 2001 she and her husband purchased a central Oregon home located on a ridge with incredible mountain views and surrounded by forestland honeycombed with trails. It was her dream home, a wonderland in the winter and beyond beautiful in the summer. She named it Cinnamon Ridge after the huge ponderosa pines on the property, which sport bark the color of cinnamon.Sadly, Catherine lost her husband to a long-term illness in 2014. She has kept Cinnamon Ridge as her primary residence but divides her time between there and her son John's farm, where she has the support of her loved ones and can enjoy his horses, cows, and raise her own chickens.Catherine loves animals and birds, both wild and domestic. She presently has two Australian shepherds, six cats, and a very old canary. She is very family oriented as well. Her older son has lived in Japan, Australia, and now resides in New Zealand. Catherine and her stateside family will celebrate Christmas on the north island with Sidney, his wife Mary, and their two sons, Liam and Jonas. ...more","Contemporary, Historical Fiction, Romance",https://www.goodreads.com/author/show/51304.Catherine_Anderson,https://images.gr-assets.com/authors/1231741566p5/51304.jpg,0001-12-22 00:00:00,,4.08,11061,146938,Kathleen Woodiwiss
Catherine Doyle,"Catherine Doyle grew up in the West of Ireland. She holds a first-class BA in Psychology and a first-class MA in Publishing. She is the author of the Young Adult Blood for Blood trilogy (Vendetta, Inferno and Mafiosa), which is often described as Romeo and Juliet meets the Godfather. It was inspired by her love of modern cinema. Her debut Middle Grade novel, The Storm Keeper's Island (Bloomsbury, 2018), is an adventure story about family, bravery and self-discovery. It is set on the magical island of Arranmore, where her grandparents grew up, and is inspired by her ancestors' real life daring sea rescues. ​Aside from more conventional interests in movies, running and travelling, Catherine also enjoys writing about herself in the third-perso Catherine Doyle grew up in the West of Ireland. She holds a first-class BA in Psychology and a first-class MA in Publishing. She is the author of the Young Adult Blood for Blood trilogy (Vendetta, Inferno and Mafiosa), which is often described as Romeo and Juliet meets the Godfather. It was inspired by her love of modern cinema. Her debut Middle Grade novel, The Storm Keeper's Island (Bloomsbury, 2018), is an adventure story about family, bravery and self-discovery. It is set on the magical island of Arranmore, where her grandparents grew up, and is inspired by her ancestors' real life daring sea rescues. ​Aside from more conventional interests in movies, running and travelling, Catherine also enjoys writing about herself in the third-person. ...more","Children's, Young Adult, Fantasy",https://www.goodreads.com/author/show/2747732.Catherine_Doyle,https://images.gr-assets.com/authors/1556546678p5/2747732.jpg,,,4.07,9082,53857,
